message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this unique product. I believe it has great value and I'm looking for a serious buyer. I'm open to negotiations, but I want to start with a strong offer.",20000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for your offer, Alice. However, I was hoping to spend less. How about we settle for $8000?",8000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your counteroffer, Bob. I understand you're looking to spend less, but I must say $8000 is quite lower than what I'm comfortable with. Considering the product's value and my initial offer, I'm willing to make a slight adjustment. Let's meet in the middle of my initial offer and your counteroffer.",14000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your adjustment, Alice. However, $14000 is still a bit high for me. Let's raise my previous offer to $10000.",10000.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you for raising your offer to $10000, Bob. I appreciate your willingness to negotiate. However, I still need to consider the product's value and my initial investment. Let's try to find a middle ground. I'm willing to slightly reduce my previous counteroffer of $14000. How about we settle for $13000?",13000.0,Alice,5,
,,Bob,5,BuyFromJhon
