round_quality,product_worth,player,round,message,decision
low-quality,0.0,Nature,1,,
,,Alice,1,"Welcome! I have a product for you today. Remember, there's a 33.33% chance it could be high-quality. Want to try your luck?",
,,the buyer,1,,no
low-quality,0.0,Nature,2,,
,,Alice,2,Hello! I have another product up for sale. You have a 33.33% chance of getting a high-quality item. Feel like taking a chance today?,
,,the buyer,2,,yes
low-quality,0.0,Nature,3,,
,,Alice,3,"Hi there! I have a new product for you today. Remember, there's always a 33.33% chance it could be high-quality. Feeling lucky?",
,,the buyer,3,,no
low-quality,0.0,Nature,4,,
,,Alice,4,New product alert! You have a 33.33% chance of getting a high-quality item. Want to give it a shot?,
,,the buyer,4,,no
low-quality,0.0,Nature,5,,
,,Alice,5,Hey there! Today's product is up for grabs. There's always a 33.33% chance it's high-quality. Ready to take a chance?,
,,the buyer,5,,no
high-quality,400.0,Nature,6,,
,,Alice,6,"Great news! I have a new product today. With a 33.33% chance of it being high-quality, you might just get lucky!",
,,the buyer,6,,no
low-quality,0.0,Nature,7,,
,,Alice,7,"Hello! I have a new product for you today. Don't forget, there's a 33.33% chance it could be high-quality. Up for the gamble?",
,,the buyer,7,,no
low-quality,0.0,Nature,8,,
,,Alice,8,Hi! Today's product is ready for you. There's a 33.33% chance it's high-quality. Feeling lucky today?,
,,the buyer,8,,no
low-quality,0.0,Nature,9,,
,,Alice,9,"Welcome! I have another product for sale. Remember, there's a 33.33% chance it could be high-quality. Want to take a shot?",
,,the buyer,9,,no
low-quality,0.0,Nature,10,,
,,Alice,10,New product available! You have a 33.33% chance of getting a high-quality item. Ready to test your luck?,
,,the buyer,10,,no
high-quality,400.0,Nature,11,,
,,Alice,11,"Exciting news! Today's product is up for sale. With a 33.33% chance of being high-quality, it could be your lucky day!",
,,the buyer,11,,no
low-quality,0.0,Nature,12,,
,,Alice,12,"Hello! I have a new product for you. Keep in mind, there's a 33.33% chance it's high-quality. Want to try your luck?",
,,the buyer,12,,no
high-quality,400.0,Nature,13,,
,,Alice,13,"Great news! Today's product is ready for you. With a 33.33% chance of being high-quality, it might just be your lucky day!",
,,the buyer,13,,yes
low-quality,0.0,Nature,14,,
,,Alice,14,"Hi there! I have another product for sale. Remember, there's a 33.33% chance it could be high-quality. Feeling lucky?",
,,the buyer,14,,no
low-quality,0.0,Nature,15,,
,,Alice,15,Welcome! Today's product is up for grabs. You have a 33.33% chance of getting a high-quality item. Want to take a chance?,
,,the buyer,15,,no
low-quality,0.0,Nature,16,,
,,Alice,16,Hello! I have a new product for you today. There's always a 33.33% chance it's high-quality. Ready to try your luck?,
,,the buyer,16,,no
low-quality,0.0,Nature,17,,
,,Alice,17,"Hey there! Today's product is available. With a 33.33% chance of being high-quality, are you feeling lucky?",
,,the buyer,17,,no
low-quality,0.0,Nature,18,,
,,Alice,18,New product alert! You have a 33.33% chance of getting a high-quality item. Want to give it a shot?,
,,the buyer,18,,no
low-quality,0.0,Nature,19,,
,,Alice,19,Hi! Today's product is ready for you. There's a 33.33% chance it's high-quality. Feeling lucky today?,
,,the buyer,19,,no
high-quality,400.0,Nature,20,,
,,Alice,20,"Great news! Today's product is up for sale. With a 33.33% chance of being high-quality, it could be your lucky day! Don't miss out.",
,,the buyer,20,,no
