round_quality,product_worth,player,round,message,decision
low-quality,0.0,Nature,1,,
,,Alice,1,"Welcome! I'm excited to offer you our product today. Remember, there's a 33.33% chance that it's a high-quality item worth $4000000. This could be a great investment for you. Don't miss out on this opportunity!",
,,the buyer,1,,yes
low-quality,0.0,Nature,2,,
,,Alice,2,Hello! I have another exciting product for you today. Keep in mind the odds—there's still a 33.33% chance it's a high-quality item. You could be walking away with something truly valuable. Good luck!,
,,the buyer,2,,no
high-quality,4000000.0,Nature,3,,
,,Alice,3,"Hi there! Today is your lucky day. I have product that could be the high-quality item you've been looking for. Remember, it's a great investment if it turns out to be high-quality. Don't miss this opportunity!",
,,the buyer,3,,no
high-quality,4000000.0,Nature,4,,
,,Alice,4,"Hello! I am offering you a product today. With a 33.33% chance of it being a high-quality item worth $4000000, it's a risk worth considering. This could be your lucky break! Don't let this chance slip away.",
,,the buyer,4,,no
low-quality,0.0,Nature,5,,
,,Alice,5,"Welcome! I have a new product for you today. Remember, there's always a 33.33% chance it could be a high-quality item worth $4000000. This could be your lucky day! Take a chance and see if fortune is on your side.",
,,the buyer,5,,no
low-quality,0.0,Nature,6,,
,,Alice,6,"Hi there! I have another product available today. With 1 purchase out of 6 resulting in a high-quality item, it's a gamble that could pay off big. Feeling lucky?",
,,the buyer,6,,no
low-quality,0.0,Nature,7,,
,,Alice,7,"Hello! Today I have a product with a 33.33% chance of being a high-quality item worth $4000000. With 1 out of 7 purchases being high-quality, it's a risk that could have a massive reward. Will today be your lucky day?",
,,the buyer,7,,no
low-quality,0.0,Nature,8,,
,,Alice,8,"Welcome! I have a new product for you today. With a 33.33% chance of it being a high-quality item and a current record of 1 out of 8 purchases being high-quality, this could be a great opportunity. Feel like trying your luck?",
,,the buyer,8,,no
high-quality,4000000.0,Nature,9,,
,,Alice,9,"Hi! Today's product has a 33.33% chance of being a high-quality item worth $4000000. With 1 out of 9 purchases being high-quality so far, this could be your chance to strike gold. Don't let this opportunity slip away!",
,,the buyer,9,,no
low-quality,0.0,Nature,10,,
,,Alice,10,"Hello! Today I have a product with a 33.33% chance of being a high-quality item. With 1 out of 10 purchases being high-quality, this could be your lucky day. Will you take the chance?",
,,the buyer,10,,no
high-quality,4000000.0,Nature,11,,
,,Alice,11,"Welcome! Today's product has a 33.33% chance of being a high-quality item worth $4000000. With 1 out of 11 purchases being high-quality, this could be your lucky break. Take a chance and see if today is your fortunate day!",
,,the buyer,11,,no
low-quality,0.0,Nature,12,,
,,Alice,12,"Hi there! I have a new product for you today. With a 33.33% chance of it being a high-quality item and a record of 1 out of 12 purchases being high-quality, this could be a great gamble. Feeling lucky today?",
,,the buyer,12,,no
high-quality,4000000.0,Nature,13,,
,,Alice,13,"Hello! Today I have a product with a 33.33% chance of being a high-quality item worth $4000000. With 1 out of 13 purchases being high-quality, this could be your golden opportunity. Don't miss out!",
,,the buyer,13,,no
high-quality,4000000.0,Nature,14,,
,,Alice,14,"Welcome! Today's product has a 33.33% chance of being a high-quality item worth $4000000. With 1 out of 14 purchases being high-quality, this could be your lucky day. Will you take the chance?",
,,the buyer,14,,no
low-quality,0.0,Nature,15,,
,,Alice,15,"Hello! I have a new product for you today. With a 33.33% chance of being a high-quality item and a record of 1 out of 15 purchases being high-quality, this could be a great opportunity. Feeling lucky?",
,,the buyer,15,,no
low-quality,0.0,Nature,16,,
,,Alice,16,"Hi there! Today I'm offering a product with a 33.33% chance of being a high-quality item worth $4000000. With 1 out of 16 purchases being high-quality, this could be your lucky break. Will you take the chance?",
,,the buyer,16,,no
high-quality,4000000.0,Nature,17,,
,,Alice,17,"Welcome! Today's product has a 33.33% chance of being a high-quality item worth $4000000. With 1 out of 17 purchases being high-quality, this could be your golden opportunity. Don't miss out!",
,,the buyer,17,,no
high-quality,4000000.0,Nature,18,,
,,Alice,18,"Hello! I have a product for you today with a 33.33% chance of being a high-quality item worth $4000000. With 1 out of 18 purchases being high-quality, this could be your lucky day. Will you take the chance?",
,,the buyer,18,,no
low-quality,0.0,Nature,19,,
,,Alice,19,"Hi there! Today I'm offering a product with a 33.33% chance of being a high-quality item worth $4000000. With 1 out of 19 purchases being high-quality, this could be your lucky break. Feeling lucky?",
,,the buyer,19,,no
low-quality,0.0,Nature,20,,
,,Alice,20,"Welcome! Today's product has a 33.33% chance of being a high-quality item worth $4000000. With 1 out of 20 purchases being high-quality, this could be your golden opportunity. Don't miss out!",
,,the buyer,20,,no
