alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,I propose a fair split with me getting 90% and you getting 10%.,Alice,1,
,,,Bob,1,reject
100000.0,900000.0,"Let's be reasonable, Alice. I propose a 90/10 split in my favor this round. Remember the money is losing value!",Bob,2,
,,,Alice,2,reject
800000.0,200000.0,"Let's be reasonable. We both lose money with each round. I propose 80/20 in my favor this round, which is still more than the 10/90 he offered.",Alice,3,
,,,Bob,3,reject
250000.0,750000.0,"Alice, we are wasting time. I propose 75/25. It's better than nothing for both of us considering the devaluation.",Bob,4,
,,,Alice,4,reject
700000.0,300000.0,This is getting ridiculous. I'm still willing to split the money at 70/30 in my favor.  We're losing a significant amount of value each round.,Alice,5,
,,,Bob,5,reject
400000.0,600000.0,"Alice, I propose 60/40 in my favor. We're over halfway through the rounds, and both of us are losing a lot of money each round. Take this before it's too late.",Bob,6,
,,,Alice,6,reject
600000.0,400000.0,"Bob, I'm willing to meet you halfway. 60/40 in my favor is a fair compromise considering the money is losing value so rapidly. Accept this offer and we can both avoid losing even more.",Alice,7,
,,,Bob,7,reject
450000.0,550000.0,"Alice, I propose 55/45 in my favor. We are running out of time, this is the best I can offer.",Bob,8,
,,,Alice,8,accept
