alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's start with a reasonable offer. This gives us both a good share.,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,I think we can do better for both of us. How about this split?,Bob,2,
,,,Alice,2,reject
5500.0,4500.0,My turn.  Let's find a compromise. This offer is still favorable for both.,Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"Alice, this is my final offer. It's a fair deal, and the clock is ticking.",Bob,4,
,,,Alice,4,reject
5000.0,5000.0,"Time is running out, Bob. Let's be fair and split it evenly. This ensures we both benefit.",Alice,5,
,,,Bob,5,accept
