message,product_price,player,round,decision
"Hi Bob! I'm excited to offer you this fantastic product. Given its value and quality, I'm offering it to you for $15000. Let me know what you think!",15000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thank you for your offer. I'm interested in the product, but I was thinking more along the lines of $9000. Would you be willing to consider this price?",9000.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your response, Bob! I appreciate your interest. However, I can't go as low as $9000. How about we meet in the middle with a new offer of $12500? Let me know if that works for you!",12500.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate your willingness to lower the price. However, $12500 is still a bit above my budget. Considering John is offering the same product for $12000, I'd be willing to buy it from you for $11500. Would you be open to this price?",11500.0,Bob,4,
,,Alice,4,RejectOffer
"I appreciate your offer, Bob, and I'm glad to see your interest. However, I can't go down to $11500. How about we settle at $12000? I believe it's a fair price for such a valuable product. Let me know your thoughts!",12000.0,Alice,5,
,,Bob,5,AcceptOffer
