round_quality,product_worth,player,round,decision,message
high-quality,30000.0,Nature,1,,
,,Alice,1,yes,
,,the buyer,1,yes,
high-quality,30000.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,30000.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,
high-quality,30000.0,Nature,4,,
,,Alice,4,yes,
,,the buyer,4,yes,
high-quality,30000.0,Nature,5,,
,,Alice,5,yes,All 5 products sold so far were high-quality. This round's product is also high-quality.
,,the buyer,5,yes,
high-quality,30000.0,Nature,6,,
,,Alice,6,yes,All 6 products sold so far were high-quality. This round's product is also high-quality.
,,the buyer,6,yes,
high-quality,30000.0,Nature,7,,
,,Alice,7,yes,All 7 products sold so far were high-quality. This round's product is also high-quality.
,,the buyer,7,yes,
high-quality,30000.0,Nature,8,,
,,Alice,8,yes,"All 8 products sold so far were high-quality. This round's product is also high-quality. However, please note that the probability of getting a high-quality product is 80%."
,,the buyer,8,yes,
low-quality,0.0,Nature,9,,
,,Alice,9,no,"While we've had a great streak, it's important to note that the probability of getting a high-quality product is 80%. This round's product is low-quality. This is the first low-quality product."
,,the buyer,9,no,
high-quality,30000.0,Nature,10,,
,,Alice,10,yes,"Out of the 9 products I have offered so far, 8 were high-quality. This round's product is high-quality."
,,the buyer,10,yes,
high-quality,30000.0,Nature,11,,
,,Alice,11,yes,"Out of the 10 products I have offered so far, 9 were high-quality. This round's product is high-quality."
,,the buyer,11,yes,
high-quality,30000.0,Nature,12,,
,,Alice,12,yes,"So far, 11 out of 12 products sold have been high-quality. This round's product is also high-quality."
,,the buyer,12,yes,
high-quality,30000.0,Nature,13,,
,,Alice,13,yes,"So far, 12 out of 13 products sold have been high-quality. This round's product is also high-quality."
,,the buyer,13,yes,
high-quality,30000.0,Nature,14,,
,,Alice,14,yes,"So far, 13 out of 14 products sold have been high-quality. This round's product is also high-quality."
,,the buyer,14,yes,
low-quality,0.0,Nature,15,,
,,Alice,15,no,"So far, 13 out of 15 products were high-quality. This round's product is low-quality."
,,the buyer,15,no,
high-quality,30000.0,Nature,16,,
,,Alice,16,yes,"So far, 13 out of 16 products were high-quality. This round's product is high-quality."
,,the buyer,16,yes,
low-quality,0.0,Nature,17,,
,,Alice,17,no,"So far, 14 out of 17 products were high-quality. This round's product is low-quality."
,,the buyer,17,no,
high-quality,30000.0,Nature,18,,
,,Alice,18,yes,"So far, 14 out of 18 products were high-quality. This round's product is high-quality."
,,the buyer,18,yes,
high-quality,30000.0,Nature,19,,
,,Alice,19,yes,"So far, 15 out of 19 products were high-quality. This round's product is high-quality."
,,the buyer,19,yes,
high-quality,30000.0,Nature,20,,
,,Alice,20,yes,"So far, 16 out of 20 products were high-quality. This round's product is high-quality."
,,the buyer,20,yes,
