alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's start with a reasonable offer, Bob. I get $60, you get $40.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Since the value of money decreases for you each round, I propose $55 for me and $45 for you. It's a fair adjustment considering the inflation impact on your side.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, I understand the inflation pressure, but your previous offer was a bit too skewed in your favor.  Let's meet in the middle - I'll take $55, leaving you with $45.",Alice,3,
,,,Bob,3,reject
48.0,52.0,"Alice, considering the inflation impact on your side is now significant, I'm proposing $52 for me and $48 for you. This should be more acceptable given the decreased value of money for you.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, let's stop wasting time. The value of the money is decreasing for me with every round.  I propose a 50/50 split to end this fairly.",Alice,5,
,,,Bob,5,accept
