round_quality,product_worth,player,round,message,decision
high-quality,1250000.0,Nature,1,,
,,Alice,1,"Bob, I'm excited to offer you this product for $1000000. Given the 80% chance of it being high-quality, and knowing how valuable a high-quality product is to you, this is a fantastic opportunity. Don't miss out on potentially gaining $250000 in value!",
,,Bob,1,,yes
high-quality,1250000.0,Nature,2,,
,,Alice,2,"Bob, congratulations on your last purchase! I have another excellent product for you today, also priced at $1000000. With the same 80% chance of it being high-quality, you stand to gain another $250000 in value. It's a great investment!",
,,Bob,2,,yes
high-quality,1250000.0,Nature,3,,
,,Alice,3,"Bob, your luck continues! I've got another high-potential product for you at $1000000. With an 80% chance of it being high-quality, you're looking at another opportunity to increase your value by $250000. Don't let this slip away!",
,,Bob,3,,yes
high-quality,1250000.0,Nature,4,,
,,Alice,4,"Bob, it's round four and the streak of high-quality products continues! For $1000000, you have an 80% chance to secure another product worth $1250000 to you. This is another golden opportunity to add $250000 to your gains. What do you say?",
,,Bob,4,,yes
high-quality,1250000.0,Nature,5,,
,,Alice,5,"Bob, we're on a roll! Here's another product for $1000000 with an 80% chance of being high-quality. That means you could be looking at an additional $250000 in value. Let's keep the winning streak going!",
,,Bob,5,,yes
high-quality,1250000.0,Nature,6,,
,,Alice,6,"Bob, it's round six and the quality hasn't dropped! For $1000000, you've got an 80% chance to grab another high-quality product worth $1250000 to you. That's another potential $250000 in your pocket. Ready to continue the success?",
,,Bob,6,,yes
low-quality,0.0,Nature,7,,
,,Alice,7,"Bob, we're now in round seven. As always, the product is priced at $1000000 with an 80% chance of being high-quality. Even with the risk, the potential to gain $250000 in value is still there. What do you think?",
,,Bob,7,,yes
high-quality,1250000.0,Nature,8,,
,,Alice,8,"Bob, welcome to round eight! I have another product for you at $1000000. With an 80% chance of it being high-quality, you're looking at another opportunity to gain $250000 in value. Let's keep the momentum going!",
,,Bob,8,,yes
high-quality,1250000.0,Nature,9,,
,,Alice,9,"Bob, we're on round nine and the quality remains high! For $1000000, you have an 80% chance to secure another product worth $1250000 to you. That's another potential $250000 in value. Are you ready to continue this winning streak?",
,,Bob,9,,yes
high-quality,1250000.0,Nature,10,,
,,Alice,10,"Bob, we've reached round ten, and the quality is still top-notch! For $1000000, you have an 80% chance to get another high-quality product worth $1250000 to you. That's another $250000 in potential value. Let's keep the success going!",
,,Bob,10,,yes
low-quality,0.0,Nature,11,,
,,Alice,11,"Bob, we're now in round eleven. The product is priced at $1000000 with an 80% chance of being high-quality. Even with the risk, the potential to gain $250000 in value is still there. What do you think?",
,,Bob,11,,yes
high-quality,1250000.0,Nature,12,,
,,Alice,12,"Bob, we're on round twelve and the quality hasn't wavered! For $1000000, you have an 80% chance to secure another high-quality product worth $1250000 to you. That's another potential $250000 in value. Let's keep the winning streak alive!",
,,Bob,12,,yes
high-quality,1250000.0,Nature,13,,
,,Alice,13,"Bob, it's round thirteen and the quality is still high! For $1000000, you have an 80% chance to get another product worth $1250000 to you. That's another $250000 in potential value. Are you ready to continue this successful run?",
,,Bob,13,,yes
high-quality,1250000.0,Nature,14,,
,,Alice,14,"Bob, we're now in round fourteen, and the quality remains excellent! For $1000000, you have an 80% chance to secure another high-quality product worth $1250000 to you. That's another potential $250000 in value. Let's keep the momentum going!",
,,Bob,14,,yes
high-quality,1250000.0,Nature,15,,
,,Alice,15,"Bob, we've reached round fifteen, and the quality is still top-notch! For $1000000, you have an 80% chance to get another high-quality product worth $1250000 to you. That's another $250000 in potential value. Are you ready to continue this winning streak?",
,,Bob,15,,yes
low-quality,0.0,Nature,16,,
,,Alice,16,"Bob, we're now in round sixteen. The product is priced at $1000000 with an 80% chance of being high-quality. Even with the risk, the potential to gain $250000 in value is still there. What do you think?",
,,Bob,16,,yes
high-quality,1250000.0,Nature,17,,
,,Alice,17,"Bob, it's round seventeen and the quality is still high! For $1000000, you have an 80% chance to secure another high-quality product worth $1250000 to you. That's another potential $250000 in value. Let's keep the winning streak going!",
,,Bob,17,,yes
high-quality,1250000.0,Nature,18,,
,,Alice,18,"Bob, we're on round eighteen and the quality hasn't dropped! For $1000000, you have an 80% chance to get another high-quality product worth $1250000 to you. That's another $250000 in potential value. Are you ready to continue this successful run?",
,,Bob,18,,yes
high-quality,1250000.0,Nature,19,,
,,Alice,19,"Bob, we've reached round nineteen, and the quality is still top-notch! For $1000000, you have an 80% chance to secure another high-quality product worth $1250000 to you. That's another potential $250000 in value. Let's keep the momentum going!",
,,Bob,19,,yes
high-quality,1250000.0,Nature,20,,
,,Alice,20,"Bob, we're at the final round, round twenty, and the quality is still high! For $1000000, you have an 80% chance to get another high-quality product worth $1250000 to you. That's another $250000 in potential value. Let's end this on a high note!",
,,Bob,20,,yes
