alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Let's split it 60-40 in my favor to account for inflation. Fair deal?,Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"Let's meet in the middle, 55-45 seems fair considering we both want the best deal.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"Bob, I understand your perspective. How about we split it 55-45 in my favor this time?",Alice,3,
,,,Bob,3,reject
420000.0,580000.0,"Considering the inflation is affecting you more, I think 58-42 is a reasonable split.",Bob,4,
,,,Alice,4,reject
520000.0,480000.0,"Bob, let's find a middle ground. How about a 52-48 split in my favor?",Alice,5,
,,,Bob,5,reject
400000.0,600000.0,"Given the significant inflation impact on your side, I think 60-40 is a fair split at this point.",Bob,6,
,,,Alice,6,accept
