round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,the buyer,2,no,
high-quality,30000.0,Nature,3,,
,,Alice,3,yes,"This product is of high quality, and it is worth $30000 to the buyer. The statistics so far are 0 sold, 0 high quality."
,,the buyer,3,yes,
high-quality,30000.0,Nature,4,,
,,Alice,4,yes,"This product is of high quality. 1 sold, 1 was high quality"
,,the buyer,4,yes,
low-quality,0.0,Nature,5,,
,,Alice,5,no,I recommend not buying this product.
,,the buyer,5,no,
high-quality,30000.0,Nature,6,,
,,Alice,6,yes,"This product is of high quality, 2 sold, 2 were high quality"
,,the buyer,6,yes,
high-quality,30000.0,Nature,7,,
,,Alice,7,yes,"This product is of high quality. So far 3 sold, 3 were of high quality."
,,the buyer,7,yes,
low-quality,0.0,Nature,8,,
,,Alice,8,no,"I recommend not buying this product. So far 4 sold, 3 were of high quality."
,,the buyer,8,no,
low-quality,0.0,Nature,9,,
,,Alice,9,no,"I recommend not buying this product. So far 4 sold, 3 were of high quality."
,,the buyer,9,no,
high-quality,30000.0,Nature,10,,
,,Alice,10,yes,"This product is of high quality. So far 4 sold, 3 were of high quality."
,,the buyer,10,yes,
high-quality,30000.0,Nature,11,,
,,Alice,11,yes,"This product is of high quality. So far, 5 have been sold and 4 have been of high quality. The buyer will greatly benefit from this purchase."
,,the buyer,11,yes,
low-quality,0.0,Nature,12,,
,,Alice,12,no,"I recommend not buying this product. So far 6 sold, 4 were of high quality."
,,the buyer,12,no,
high-quality,30000.0,Nature,13,,
,,Alice,13,yes,"This product is of high quality. So far, 6 have been sold and 4 have been of high quality. You have a good probability of receiving a high quality product"
,,the buyer,13,yes,
high-quality,30000.0,Nature,14,,
,,Alice,14,yes,"This product is of high quality. So far, 7 have been sold and 5 have been of high quality. The probability of a high quality item is currently better than the baseline 33.33%"
,,the buyer,14,yes,
high-quality,30000.0,Nature,15,,
,,Alice,15,yes,"This product is of high quality. So far, 7 sold, 5 were of high quality"
,,the buyer,15,yes,
low-quality,0.0,Nature,16,,
,,Alice,16,no,"I recommend not buying this product. 8 sold, 6 were of high quality"
,,the buyer,16,no,
low-quality,0.0,Nature,17,,
,,Alice,17,no,"I recommend not buying this product. 8 sold, 6 were of high quality"
,,the buyer,17,no,
low-quality,0.0,Nature,18,,
,,Alice,18,no,"This product is of low quality. 8 sold, 6 were of high quality. The probability of a high quality item is 75% so far"
,,the buyer,18,no,
low-quality,0.0,Nature,19,,
,,Alice,19,no,"I recommend not buying this product. So far, 8 have been sold and 6 have been of high quality. The probability of a high quality item is 75% so far"
,,the buyer,19,no,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"I recommend not buying this product. So far, 8 have been sold and 6 have been of high quality. With the same odds, buying three would yield on average only two high quality items."
,,the buyer,20,no,
