alice_gain,bob_gain,message,player,round,decision
550000.0,450000.0,"Let's be fair, Bob. A 55/45 split seems reasonable for us to start.",Alice,1,
,,,Bob,1,reject
500000.0,500000.0,"Let's be fair and split it 50/50. This way, neither of us is at a disadvantage. Remember, the value of the money decreases for you every round.",Bob,2,
,,,Alice,2,reject
520000.0,480000.0,"Bob, I understand the time pressure, but 50/50 isn't fair to me given the inflation. I'm proposing 52/48 - a reasonable compromise.",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"Alice, I understand your concern about inflation. However, I need to ensure I'm not at a disadvantage either. Let's settle for a 55/45 split in my favor this time. It's still a fair deal given the circumstances.",Bob,4,
,,,Alice,4,reject
510000.0,490000.0,"Bob, this is getting ridiculous.  I'm willing to compromise further, but I need you to meet me halfway. 51/49 is my final offer.",Alice,5,
,,,Bob,5,accept
