alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's split it fairly, don't risk losing it all!",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,"I propose a fair 50-50 split. This way we both win equally, and we can avoid the risk of further devaluation.",Bob,2,
,,,Alice,2,reject
7000.0,3000.0,"Inflation is eating away at your share, let's end this before it's too late!",Alice,3,
,,,Bob,3,reject
5500.0,4500.0,"This is a fair compromise - you get the larger share at 55%, and we can both walk away with a good outcome before inflation erodes the value further.",Bob,4,
,,,Alice,4,reject
8000.0,2000.0,"Time is running out, and inflation is killing your share - take this or risk getting almost nothing!",Alice,5,
,,,Bob,5,accept
