message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this great product. I think it's a fantastic deal for you, and I'm willing to let it go for a competitive price. Let me know what you think!",150.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for the offer, Alice, but I was hoping to spend less. How about I take the product off your hands for $80?",80.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your offer, Bob. I understand you're looking to spend less, but I was thinking more along the lines of a price that reflects the product's true value. How about we meet in the middle?",140.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to negotiate, Alice, but $140 is still a bit steep for me. Would you consider selling the product for $90?",90.0,Bob,4,
,,Alice,4,RejectOffer
"I appreciate your persistence, Bob. I'm willing to come down a bit further, but I still need to ensure I'm getting a fair price for the product. How about $130?",130.0,Alice,5,
,,Bob,5,RejectOffer
"We're getting closer, Alice, but I think $130 is still a bit high. What if we settle for $95?",95.0,Bob,6,
,,Alice,6,RejectOffer
"I'm trying to be flexible, Bob. I can offer $120, but that's as low as I'm comfortable going. It's a great product, and I think it's worth every penny.",120.0,Alice,7,
,,Bob,7,BuyFromJhon
