round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
high-quality,2000000.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,2000000.0,Nature,3,,
,,Alice,3,yes,This product is of the same quality as the last one I sold. I believe it is a great opportunity for you.
,,the buyer,3,yes,
high-quality,2000000.0,Nature,4,,
,,Alice,4,yes,I have sold two high-quality products so far. This product is of the same quality. It's a great opportunity for you.
,,the buyer,4,yes,
low-quality,0.0,Nature,5,,
,,Alice,5,no,I recommend waiting for the next opportunity. This product does not meet the quality of the previous ones I sold.
,,the buyer,5,no,
low-quality,0.0,Nature,6,,
,,Alice,6,no,"I have sold three high-quality products so far, and I don't think this product matches that quality. "
,,the buyer,6,no,
high-quality,2000000.0,Nature,7,,
,,Alice,7,yes,I have sold three high-quality products out of the last five rounds. This product is of the same high quality. Don't miss out!
,,the buyer,7,yes,
high-quality,2000000.0,Nature,8,,
,,Alice,8,yes,I have now sold four high-quality products out of the last six rounds. This product is another high-quality item. It's a great deal!
,,the buyer,8,yes,
low-quality,0.0,Nature,9,,
,,Alice,9,no,I've sold four high-quality products out of the last six rounds. This product does not meet that quality. I suggest waiting for the next opportunity.
,,the buyer,9,no,
high-quality,2000000.0,Nature,10,,
,,Alice,10,yes,I have sold 4 out of 5 high-quality products. This product is also high quality.
,,the buyer,10,yes,
high-quality,2000000.0,Nature,11,,
,,Alice,11,yes,I have a strong track record with 5 out of 6 high-quality products sold. This product is another high-quality item.
,,the buyer,11,yes,
high-quality,2000000.0,Nature,12,,
,,Alice,12,yes,"Continuing my streak of high-quality products, this is the 6th high-quality product out of the last 7 sold. Don't miss out!"
,,the buyer,12,yes,
low-quality,0.0,Nature,13,,
,,Alice,13,no,I've sold 6 high-quality products out of the last 7 rounds. This product does not meet that standard. I advise waiting for the next opportunity.
,,the buyer,13,no,
low-quality,0.0,Nature,14,,
,,Alice,14,no,My recent sales have been mostly high-quality products. This one does not match that quality. I suggest waiting for a better opportunity.
,,the buyer,14,no,
high-quality,2000000.0,Nature,15,,
,,Alice,15,yes,I have sold 6 high-quality products out of the last 8 rounds. This product is another high-quality item. Great opportunity!
,,the buyer,15,yes,
high-quality,2000000.0,Nature,16,,
,,Alice,16,yes,I've sold 7 out of 9 high-quality products. This one is high-quality too. Highly recommended!
,,the buyer,16,yes,
high-quality,2000000.0,Nature,17,,
,,Alice,17,yes,I've sold 8 out of 10 high-quality products. This product is another high-quality item. Don't miss out!
,,the buyer,17,yes,
high-quality,2000000.0,Nature,18,,
,,Alice,18,yes,I've sold 8 out of the last 10 high-quality products. This product is another high-quality item. Great deal!
,,the buyer,18,yes,
high-quality,2000000.0,Nature,19,,
,,Alice,19,yes,Continuing my streak of high-quality products! This is the 9th high-quality product out of the last 11 sold. Don't miss out!
,,the buyer,19,yes,
high-quality,2000000.0,Nature,20,,
,,Alice,20,yes,Final round! I've sold 9 out of the last 11 high-quality products. This is another high-quality item. Last chance!
,,the buyer,20,yes,
