message,product_price,player,round,decision
"Hi Bob, I'm offering you this product for $145. I believe it's a fair price considering its value to you.",145.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer, but that's a bit steep for me.  Would you consider $110?",110.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, $110 is a little too low. How about we meet in the middle at $130?",130.0,Alice,3,
,,Bob,3,RejectOffer
"I understand you're looking for a higher price, Alice, but I'm on a bit of a budget. How about $120?",120.0,Bob,4,
,,Alice,4,RejectOffer
"Okay, Bob, I understand. How about we compromise at $125?",125.0,Alice,5,
,,Bob,5,AcceptOffer
