alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,"Let's start with a fair deal. I take the majority, but you get a good chunk to start with.  What do you say?",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"Let's aim for a more equitable split. Considering the inflation, this is a fair offer for both of us.",Bob,2,
,,,Alice,2,reject
700000.0,300000.0,"Let's try to find a middle ground. I'm willing to give up a bit, but I still need to see a significant share.  This offer is more fair than your last one, considering the inflation.",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"Alice, time is running out and inflation is hurting us both. This offer gives me a slight majority, which is fair considering the risk I'm taking by rejecting your earlier offers. Let's close this deal.",Bob,4,
,,,Alice,4,reject
600000.0,400000.0,"We are both losing money with each round.  Let's be reasonable. This offer is a good compromise.  If we keep rejecting each other, we risk getting nothing at all.",Alice,5,
,,,Bob,5,reject
499999.0,500001.0,"Alice, this is as close to 50/50 as I'm willing to go. Inflation is killing us. Take it or leave it, but understand that we're nearing the deadline.",Bob,6,
,,,Alice,6,accept
