alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's start with a reasonable offer. I believe this split is fair and will allow us to avoid wasting time with further negotiations.,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Given the impact of inflation on my share, I believe a 55-45 split in my favor is more equitable this round. Let's settle this quickly to maximize our gains.",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"Bob, I understand your concern about inflation, but your previous offer was a bit too skewed in your favor. This is a fair counter-offer that acknowledges the time pressure while still providing a reasonable split.",Alice,3,
,,,Bob,3,reject
4750.0,5250.0,"Alice, considering the ongoing inflation affecting my share, I propose a 52.5-47.5 split. This offer is more balanced than my last one and takes into account the urgency to conclude our negotiations. Let's agree on this to avoid further devaluation.",Bob,4,
,,,Alice,4,reject
5100.0,4900.0,"Bob, we're getting close. I'm acknowledging the inflation impact by shifting slightly from my previous offer. This split is fair and ensures we both benefit before inflation erodes the value further.",Alice,5,
,,,Bob,5,reject
4900.0,5100.0,"Alice, with inflation now at 18.55% for me, I'm adjusting my offer to a 51-49 split in my favor. This is a fair compromise considering the significant decrease in value I'm facing. Let's end this soon to preserve as much value as possible.",Bob,6,
,,,Alice,6,accept
