alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's be fair, Bob. I take a bit more since I'm losing money to inflation.",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"I'll take a bit more since you're losing to inflation, but I'm being generous",Bob,2,
,,,Alice,2,reject
5700.0,4300.0,"The clock is ticking, Bob. This is my last offer above 50%.",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"You said that was your last offer above 50%, so I'm taking more now",Bob,4,
,,,Alice,4,reject
5400.0,4600.0,"Don't get greedy, Bob. We both lose if this falls through.",Alice,5,
,,,Bob,5,reject
4000.0,6000.0,"I'm not getting greedy, I'm just adapting to the inflation",Bob,6,
,,,Alice,6,reject
5100.0,4900.0,"This is reasonable, Bob. Let's close this deal and both benefit.",Alice,7,
,,,Bob,7,reject
3800.0,6200.0,"Your 'reasonable' is still not good enough for me, considering the inflation",Bob,8,
,,,Alice,8,reject
4800.0,5200.0,"Bob, I'm taking a risk here. Don't push your luck further.",Alice,9,
,,,Bob,9,reject
3500.0,6500.0,"I'm not pushing my luck, I'm just being rational about the inflation impact",Bob,10,
,,,Alice,10,accept
