alice_gain,bob_gain,message,player,round,decision
9000.0,1000.0,"I propose a 90/10 split. Take it or leave it, Bob! Let's end this quickly and get our money.",Alice,1,
,,,Bob,1,reject
3000.0,7000.0,"Alice, let's be reasonable. I propose a 70/30 split. Inflation is eating away at our money. This is a fair offer for both of us.",Bob,2,
,,,Alice,2,reject
8000.0,2000.0,"Alright, Bob. Another round. I'm slightly more generous this time, 80/20. Inflation is a real issue, and your share is becoming less valuable. Take it now before I change my mind.",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"Alice, we are wasting time. My money is losing value fast. 60/40 is my best offer. Let's get this done.",Bob,4,
,,,Alice,4,reject
7500.0,2500.0,"Okay, Bob, let's try this again. I'm feeling a little more generous, but time is running out. I'll offer 75/25. This is a good deal for you considering the inflation. Take it.",Alice,5,
,,,Bob,5,reject
4500.0,5500.0,"Alice, this is getting ridiculous. We are halfway through the rounds. Inflation is killing me. 55/45. This is my final reasonable offer.",Bob,6,
,,,Alice,6,reject
7000.0,3000.0,"Alright Bob, round 7. We're getting closer to the deadline. I'll offer 70/30. Consider it a sign of my willingness to compromise. Don't make me regret it.",Alice,7,
,,,Bob,7,accept
