alice_gain,bob_gain,message,player,round,decision
5500.0,4500.0,"Let's start with a fair split, considering the inflation affecting me. This offer gives you a substantial amount while acknowledging my disadvantage.",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,Let's keep it simple and fair. 50/50 split.,Bob,2,
,,,Alice,2,reject
5400.0,4600.0,I need to consider the inflation affecting me. This offer is still fair but slightly adjusted to compensate for my loss in value.,Alice,3,
,,,Bob,3,reject
4800.0,5200.0,"Time is running out, and inflation is a factor. This offer gives you a reasonable amount while acknowledging the decreasing value.",Bob,4,
,,,Alice,4,reject
5200.0,4800.0,Inflation is affecting me more with each round. This offer is still fair but adjusted to compensate for my loss in value. Let's settle this soon.,Alice,5,
,,,Bob,5,reject
4500.0,5500.0,"Alice, we're past the halfway point. This offer is firm - take it while it's still worthwhile for you.",Bob,6,
,,,Alice,6,accept
