message,product_price,player,round,decision
"Hello Bob, I'm delighted you're interested in the product. It's a truly exceptional piece and I'm confident it will meet your needs. I'm offering it to you for $19500.",19500.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, while I appreciate your offer, $19500 is well above my budget. I'm very interested in this product but I can only go up to $10000.  I hope you'll consider this offer.",10000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand your budget constraints, but this product holds significant value. I'm willing to come down a bit. How about $18500?",18500.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate your willingness to negotiate. However, $18500 is still beyond what I'm comfortable paying. I'm prepared to offer $12000.  This is a serious offer, and I'm confident it's a fair price for both of us.",12000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, we're getting closer! I can come down to $17500. This is a significant drop and I believe it reflects my willingness to work with you.",17500.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate your flexibility. However, $17500 is still above my budget.  I'm sticking with my offer of $12000. This is a fair price, and I'm confident we can reach a mutually agreeable agreement.",12000.0,Bob,6,
,,Alice,6,SellToJhon
