message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this unique product. Given its exceptional value, I'm starting with a price of $1200000. I believe it's a fair price considering the product's worth, but I'm open to negotiations.",1200000.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, thanks for starting the negotiation. While the product seems interesting, that price is too high for me.  I'd be willing to consider purchasing it for $800000.",800000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your interest in the product and your willingness to make an offer. However, I was hoping we could meet somewhere in the middle. Considering the product's value, I'm willing to lower the price to $1050000. I believe this is a fair compromise, and I'm looking forward to hearing your thoughts.",1050000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate you coming down on the price, but that's still a bit too high for my budget.  How about $900000? That feels like a reasonable compromise to me.",900000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I appreciate your persistence and willingness to negotiate. I can see that we're getting closer to a mutually agreeable price. Considering your offer of $900000, I'm willing to meet you halfway between my previous offer and yours. I'll lower the price to $975000. I believe this is a fair price, and I'm hoping we can finalize the deal soon.",975000.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate you working with me on this.  While that price is getting closer, I'm still a bit uncomfortable going that high.  Would you be willing to consider $925000?",925000.0,Bob,6,
,,Alice,6,RejectOffer
"Bob, I can see that we're very close to reaching a deal. I appreciate your offer of $925000, and I'm willing to make one more concession to meet you in the middle. I'll lower the price to $950000. This is as low as I'm comfortable going, considering the product's value. I hope this is acceptable to you, and we can finalize the deal.",950000.0,Alice,7,
,,Bob,7,RejectOffer
"Alice, this is a really nice product and I appreciate your willingness to negotiate. How about we split the difference one last time?  I'd be happy to close the deal at $937500.",937500.0,Bob,8,
,,Alice,8,AcceptOffer
