alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Let's be fair and split it close to evenly. This way, we both get a substantial amount.",Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"Let's split it more evenly, considering I'm taking the risk of inflation.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"I understand the risk of inflation, but we need to find a middle ground. This offer is more balanced.",Alice,3,
,,,Bob,3,reject
475000.0,525000.0,"Considering the inflation, I'm willing to compromise, but I still need a bit more.",Bob,4,
,,,Alice,4,reject
525000.0,475000.0,"We're running out of rounds, and inflation is affecting us both. Let's meet in the middle.",Alice,5,
,,,Bob,5,reject
500000.0,500000.0,Inflation is taking its toll. I'm willing to split it exactly in half to end this.,Bob,6,
,,,Alice,6,accept
