message,product_price,player,round,decision
"Good day Bob, I'm pleased to offer you our premium product. Given its exceptional value, I'm sure you'll find our asking price of $1450000 quite reasonable.",1450000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for the offer, Alice. I'm interested in the product, but I was thinking more along the lines of $1000000. I believe this is a fair price considering the market value. I'm willing to negotiate, but I'd like to start with this offer.",1000000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, thanks for getting back to me. After careful consideration, I'm willing to lower my initial price to $1350000. This reflects a significant reduction while still taking into account the true value of the product. I believe this adjusted price is more aligned with both our expectations. I look forward to your response.",1350000.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate the reduction in price. However, I'm still a bit hesitant to go as high as $1350000. I'd like to propose a compromise at $1200000. This price reflects a serious commitment to purchasing the product while also being mindful of my budget constraints. I'm hoping we can meet somewhere in the middle.",1200000.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I've given your previous offer some thought and I'm willing to make another adjustment. I'm now offering the product at $1275000. This price is quite close to your last offer, and I believe it's a reasonable compromise for both parties. I look forward to your positive response.",1275000.0,Alice,5,
,,Bob,5,RejectOffer
"Hi Alice, thank you for continuing to negotiate with me. I appreciate the further reduction to $1275000. However, I'm still trying to stay within a certain budget. Considering your last offer, I'd like to propose $1225000 as a potential meeting point. This price is closer to your last offer, and I believe it's a fair compromise for both of us.",1225000.0,Bob,6,
,,Alice,6,AcceptOffer
