alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Let's split the money fairly, Bob. I believe this offer benefits us both.",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I'm taking the lion's share this round, Alice. I'm sure you'll understand.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"Bob, this offer still gives you a significant sum, and it's a better split for me considering the inflation. Let's close the deal.",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,"Alice, I'm feeling generous. But I still need more than half. Take it or leave it.",Bob,4,
,,,Alice,4,reject
500000.0,500000.0,"Bob, let's be real. The value is dwindling with every passing moment. A 50/50 split is the fairest and most logical option at this point. Let's end this.",Alice,5,
,,,Bob,5,reject
200000.0,800000.0,"Alice, this is the final offer. Take it, or we both get nothing. My patience is wearing thin.",Bob,6,
,,,Alice,6,accept
