message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm selling a unique product that I think you'll be very interested in. I'm offering it to you for $20000.",20000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for offering this product. While it sounds interesting, $20000 is quite steep for me. Would you consider $4000?",4000.0,Bob,2,,
,,Alice,2,RejectOffer,18000.0
"Bob, thanks for your interest! I understand your initial hesitation. However, the product is quite valuable and I'm confident in its worth. Considering its quality and unique features, I'm willing to meet you halfway and offer it to you for $18000.",18000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hi Alice, I appreciate you coming down in price, but $18000 is still too high for my budget.  I'm willing to increase my offer to $6000. Would that be acceptable?",6000.0,Bob,4,,
,,Alice,4,RejectOffer,15000.0
"Bob, I appreciate you increasing your offer. However, I need to get closer to the product's true value. I'm willing to lower the price further, but my lowest acceptable price is $15000.",15000.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, thanks for explaining your position. I understand the product has value, but $15000 is still outside my budget.  My final offer is $7000. If that doesn't work, I'll need to explore other options.",7000.0,Bob,6,,
,,Alice,6,SellToJhon,
