message,product_price,player,round,decision
"Hi Bob, I'm selling this great product! How about $180 for it?",180.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, I appreciate your offer, but I'm looking for a price closer to what John is offering. How about $100 for the product?",100.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand you're looking for a better deal, but I can't go that low. How about $170?",170.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks for reconsidering, Alice. I still feel that $170 is a bit high. How about I meet you at $110?",110.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I appreciate the offer, but I need to make a bit more on this. How about we meet in the middle at $140?",140.0,Alice,5,
,,Bob,5,BuyFromJhon
