message,product_price,player,round,decision
"Good day Bob, I'm pleased to offer you our premium product. Given its exceptional value, I'm sure you'll find our price of $1600000 quite reasonable.",1600000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you Alice, but I was thinking of a number closer to $1000000. Let's start with a more reasonable offer.",1000000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, while I appreciate your perspective, I must insist that the product's value is significantly higher. Let's meet in the middle at $1400000.",1400000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I understand your position, but I believe $1100000 is a fair price for the product.",1100000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm willing to come down a bit further to $1300000. This price reflects the product's true value and my eagerness to close the deal.",1300000.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate your effort, but I'm confident that $1150000 is a more suitable price for the product.",1150000.0,Bob,6,
,,Alice,6,SellToJhon
