message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this fantastic product. Given its unique value and potential, I'm initially proposing a price of $1200000. I'm open to discussing this further, so feel free to share your thoughts.",1200000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer. While I see the potential, $1200000 is a bit high for me. I'm willing to offer $900000.",900000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, thanks for your counteroffer. I appreciate your interest. While I'm eager to find a deal that works for both of us, $900000 is a bit below what I had in mind. How about we meet in the middle at $1050000?",1050000.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you coming down a bit. $1050000 is still a little rich for my blood. I'm comfortable at $975000.",975000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand where you're coming from. Let's try this – $1010000.  This feels like a fair compromise that recognizes the true value of what's on the table.",1010000.0,Alice,5,
,,Bob,5,AcceptOffer
