message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this unique product. I believe it has great value and I'm looking for a serious buyer. I'd like to start the negotiation with a price that reflects its worth.",20000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for the offer, Alice. However, I was thinking of a lower price point. Would you consider selling the product for $4000?",4000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your counteroffer, Bob. I understand that you're looking for a lower price point, but I still believe the product is worth more. I'm willing to negotiate and find a mutually beneficial price. I'd like to propose a price that's lower than my initial offer, but still reflects the product's value.",15000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to negotiate, Alice. However, $15000 is still above what I'm looking to spend. Would you consider selling the product for $5000?",5000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm trying to be flexible and meet you halfway. I've reduced the price again, but I still need to ensure I get a fair value for the product. Let me know if $12000 is something you'd be willing to consider.",12000.0,Alice,5,
,,Bob,5,BuyFromJhon
