alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Let's start with a fair split. I propose 60-40 in my favor. What do you think?,Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"Let's try a bit more in my favor, considering the inflation risk I'm taking.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"Let's meet in the middle. I understand the inflation risk, so I'm offering a 55-45 split in my favor.",Alice,3,
,,,Bob,3,reject
420000.0,580000.0,"Considering the increasing inflation, I need a bit more to compensate for the loss in value.",Bob,4,
,,,Alice,4,reject
500000.0,500000.0,"Given the increasing inflation risk for you, let's settle for an even split. This way, we both get an equal share.",Alice,5,
,,,Bob,5,accept
