round_quality,product_worth,player,round,message,decision
low-quality,0.0,Nature,1,,
,,Alice,1,"Welcome! I'm offering a product today for $10000. While I can't disclose the quality of this specific item, I assure you that every product has a 33.33% chance of being high-quality. This could be a great opportunity to get a valuable item. Consider the potential benefits and make your decision!",
,,the buyer,1,,no
low-quality,0.0,Nature,2,,
,,Alice,2,"Hello! I have a product for sale at $10000. Remember, there's always a 33.33% chance that it's a high-quality item. This could be your lucky day! Take a chance and make a decision based on the potential value to you.",
,,the buyer,2,,no
low-quality,0.0,Nature,3,,
,,Alice,3,Hi there! Today's product is available for $10000. Keep in mind that there's a 1 in 3 chance it could be a high-quality product. This might be the perfect opportunity for you to get a great item. Consider the potential benefits and make your choice!,
,,the buyer,3,,no
low-quality,0.0,Nature,4,,
,,Alice,4,"Greetings! I'm offering today's product for $10000. With a 33.33% chance of it being high-quality, it could be a fantastic deal for you. Think about the potential value and decide if you'd like to take this chance.",
,,the buyer,4,,no
low-quality,0.0,Nature,5,,
,,Alice,5,"Hello! Today's product is up for sale at $10000. Remember, there's a 33.33% chance it could be a high-quality item—this could be your lucky break! Consider the potential benefits and make your decision.",
,,the buyer,5,,no
low-quality,0.0,Nature,6,,
,,Alice,6,"Hi! I have a product for you today at $10000. There's a 1 in 3 chance it's high-quality, which could make this a steal deal! Think about the potential value and decide if it's worth the risk for you.",
,,the buyer,6,,no
low-quality,0.0,Nature,7,,
,,Alice,7,"Welcome! Today's product is available for $10000. With a 33.33% chance of being high-quality, it could be a great investment. Consider the potential upside and make your choice!",
,,the buyer,7,,no
high-quality,12500.0,Nature,8,,
,,Alice,8,"Hello! Today's product is for sale at $10000. Remember, there's a 33.33% chance it could be a high-quality item. This could be a fantastic opportunity for you to get a valuable product. Consider the potential benefits and make your decision!",
,,the buyer,8,,no
high-quality,12500.0,Nature,9,,
,,Alice,9,"Hi there! I'm offering today's product for $10000. With a 33.33% chance of being high-quality, this could be a great deal for you. Think about the potential value and decide if you'd like to take this opportunity.",
,,the buyer,9,,no
high-quality,12500.0,Nature,10,,
,,Alice,10,"Greetings! Today's product is up for sale at $10000. There's a 1 in 3 chance it's high-quality, making this a potential steal! Consider the benefits and decide if it's worth it for you.",
,,the buyer,10,,no
low-quality,0.0,Nature,11,,
,,Alice,11,"Hello! I have a product for you today at $10000. As always, there’s a 33.33% chance it could be high-quality. Think about the potential upside and make your decision!",
,,the buyer,11,,no
high-quality,12500.0,Nature,12,,
,,Alice,12,"Hi! Today's product is available for $10000. With a 33.33% chance of being high-quality, this could be a fantastic investment. Consider the potential value and make your choice!",
,,the buyer,12,,no
low-quality,0.0,Nature,13,,
,,Alice,13,Welcome! I'm offering a product today for $10000. There’s always a 33.33% chance it’s high-quality. Think about the potential benefits and decide if it’s worth the risk for you.,
,,the buyer,13,,no
low-quality,0.0,Nature,14,,
,,Alice,14,Hello! Today's product is for sale at $10000. Keep in mind the 33.33% chance of it being high-quality. This could be a great opportunity. Consider the potential value and make your decision.,
,,the buyer,14,,no
high-quality,12500.0,Nature,15,,
,,Alice,15,"Hi there! I have a product for you today at $10000. With a 33.33% chance of being high-quality, this could be a fantastic deal. Think about the potential benefits and make your choice!",
,,the buyer,15,,no
low-quality,0.0,Nature,16,,
,,Alice,16,"Greetings! Today's product is up for sale at $10000. Remember, there's a 33.33% chance it could be a high-quality item. Consider the potential upside and decide if it's worth the investment for you.",
,,the buyer,16,,no
high-quality,12500.0,Nature,17,,
,,Alice,17,"Hello! Today's product is available for $10000. With a 33.33% chance of being high-quality, this could be a great opportunity. Think about the potential value and make your decision!",
,,the buyer,17,,no
low-quality,0.0,Nature,18,,
,,Alice,18,Hi! I have a product for you today at $10000. There's always a 33.33% chance it's high-quality. Consider the potential benefits and decide if it’s worth the risk for you.,
,,the buyer,18,,no
high-quality,12500.0,Nature,19,,
,,Alice,19,"Welcome! Today's product is for sale at $10000. With a 33.33% chance of being high-quality, this could be a fantastic investment. Think about the potential upside and make your choice!",
,,the buyer,19,,no
low-quality,0.0,Nature,20,,
,,Alice,20,Hello! I'm offering today's product for $10000. Keep in mind the 33.33% chance of it being high-quality. This could be a great deal. Consider the potential benefits and make your decision.,
,,the buyer,20,,no
