alice_gain,bob_gain,message,player,round,decision
50.0,50.0,Let's split it evenly for a fair start!,Alice,1,
,,,Bob,1,reject
45.0,55.0,Let's do a slightly better deal for me since the money value decreases for me each round.,Bob,2,
,,,Alice,2,reject
48.0,52.0,How about a slight adjustment? I want to make sure we both benefit!,Alice,3,
,,,Bob,3,reject
46.0,54.0,Let's try this proposal to account for my decreasing value.,Bob,4,
,,,Alice,4,reject
47.0,53.0,I believe this is a fair compromise considering the value changes.,Alice,5,
,,,Bob,5,reject
47.0,53.0,"Considering the inflation impact on my side, let's go with this split.",Bob,6,
,,,Alice,6,accept
