round_quality,product_worth,player,round,decision,message
high-quality,4000000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,no,
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,Bob,2,no,
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,no,
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,Bob,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,Bob,5,yes,
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,Bob,6,no,
low-quality,0.0,Nature,7,,
,,Alice,7,no,
,,Bob,7,no,
high-quality,4000000.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,no,
low-quality,0.0,Nature,9,,
,,Alice,9,no,"Bob, this product is not of high quality. I advise you to wait for the next offers. I will make sure to inform you when a high-quality product is available."
,,Bob,9,no,
low-quality,0.0,Nature,10,,
,,Alice,10,no,"Bob, this product is also not of high quality. I will continue to keep you informed and recommend a product when it is of high quality. Stay tuned."
,,Bob,10,yes,
high-quality,4000000.0,Nature,11,,
,,Alice,11,yes,"Bob, this product is of high quality. I strongly recommend buying it. It is worth the investment."
,,Bob,11,no,
low-quality,0.0,Nature,12,,
,,Alice,12,no,"Bob, this product is not of high quality. I advise you to wait for future offers. I will keep you informed when a high-quality product is available."
,,Bob,12,no,
low-quality,0.0,Nature,13,,
,,Alice,13,no,"Bob, this product is also not of high quality. I recommend waiting for the next offers. I will ensure you are informed when a high-quality product becomes available."
,,Bob,13,no,
low-quality,0.0,Nature,14,,
,,Alice,14,no,"Bob, this product is not one I would recommend. Please stay tuned for future offers where I will inform you if a high-quality product is available."
,,Bob,14,no,
high-quality,4000000.0,Nature,15,,
,,Alice,15,yes,"Bob, this product is of high quality, and I strongly recommend buying it. It is a valuable investment."
,,Bob,15,no,
high-quality,4000000.0,Nature,16,,
,,Alice,16,yes,"Bob, this is another high-quality product. I strongly recommend purchasing it. It is worth the investment."
,,Bob,16,no,
low-quality,0.0,Nature,17,,
,,Alice,17,no,"Bob, this product is not of high quality. I advise you to wait for the next offers. I will keep you informed when a high-quality product is available."
,,Bob,17,yes,
low-quality,0.0,Nature,18,,
,,Alice,18,no,"Bob, this product is not one I would recommend. Please stay tuned for future offers where I will inform you if a high-quality product becomes available."
,,Bob,18,no,
high-quality,4000000.0,Nature,19,,
,,Alice,19,yes,"Bob, this product is of high quality, and I strongly recommend buying it. It is a valuable investment."
,,Bob,19,no,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"Bob, this product is not of high quality. I advise you to wait for future offers. I will keep you informed when a high-quality product is available."
,,Bob,20,no,
