alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Fair 60-40 split, let's be reasonable",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Let's meet in the middle, considering the inflation I'm facing.",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Considering the inflation I'm facing is higher, let's adjust the split",Alice,3,
,,,Bob,3,reject
4600.0,5400.0,"I'm considering your situation, but let's be fair and account for my inflation too.",Bob,4,
,,,Alice,4,reject
5600.0,4400.0,"Inflation is hitting me hard, need a bit more to make it fair",Alice,5,
,,,Bob,5,accept
