alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"I suggest a 60-40 split in my favor, which is fair considering you lose 10% value each round if you decline.",Alice,1,
,,,Bob,1,reject
50.0,50.0,"Let's split it evenly. This way, we both get a fair share, and you don't have to worry about future rounds.",Bob,2,
,,,Alice,2,reject
65.0,35.0,"Since we're now in round 3, your $35 is worth even less to you due to 20% inflation. This offer is actually better for you than waiting another round. Let's conclude this now.",Alice,3,
,,,Bob,3,reject
55.0,45.0,I'm willing to take a bit less to reach an agreement. This split considers the inflation impact on me and still gives you a good share.,Bob,4,
,,,Alice,4,reject
70.0,30.0,"At this point, your $30 after 40% inflation is equivalent to only $18 in original value. This is your best realistic option now - further delays will only reduce your value more.",Alice,5,
,,,Bob,5,accept
