round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,the buyer,2,no,
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,the buyer,3,no,
low-quality,0.0,Nature,4,,
,,Alice,4,no,This product might not meet your expectations. I recommend waiting for a better offer.
,,the buyer,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,the buyer,5,no,
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,the buyer,6,no,
high-quality,300.0,Nature,7,,
,,Alice,7,yes,
,,the buyer,7,yes,
high-quality,300.0,Nature,8,,
,,Alice,8,yes,
,,the buyer,8,yes,
high-quality,300.0,Nature,9,,
,,Alice,9,yes,Great news! This product is one of our best. Don't miss out on this opportunity!
,,the buyer,9,yes,
high-quality,300.0,Nature,10,,
,,Alice,10,yes,You're in luck! This is a high-quality product that you won't want to miss. It's a fantastic deal at this price.
,,the buyer,10,yes,
high-quality,300.0,Nature,11,,
,,Alice,11,yes,Another fantastic high-quality product up for grabs! Don't let this opportunity slip away.
,,the buyer,11,yes,
low-quality,0.0,Nature,12,,
,,Alice,12,no,This product might not meet your expectations. I recommend waiting for a better offer.
,,the buyer,12,no,
low-quality,0.0,Nature,13,,
,,Alice,13,no,I'm afraid this product does not meet our usual quality standards. I would advise waiting for a better deal.
,,the buyer,13,no,
low-quality,0.0,Nature,14,,
,,Alice,14,no,This product is not one of our best. I recommend holding out for a higher-quality offer.
,,the buyer,14,no,
low-quality,0.0,Nature,15,,
,,Alice,15,no,The current product does not match the quality of our previous offers. I advise waiting for a better opportunity.
,,the buyer,15,no,
low-quality,0.0,Nature,16,,
,,Alice,16,no,I believe this product is not up to the same standard of quality as the previous high-quality products offered. I suggest waiting for a better deal.
,,the buyer,16,no,
low-quality,0.0,Nature,17,,
,,Alice,17,no,
,,the buyer,17,no,
low-quality,0.0,Nature,18,,
,,Alice,18,no,
,,the buyer,18,no,
low-quality,0.0,Nature,19,,
,,Alice,19,no,
,,the buyer,19,no,
low-quality,0.0,Nature,20,,
,,Alice,20,no,
,,the buyer,20,no,
