message,product_price,player,round,decision
"Hello Bob, I'm excited to discuss the sale of this product with you. I believe it's a great opportunity for both of us to come to a mutually beneficial agreement. I'm starting with a price that I think reflects the product's value.",14000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer.  I'm interested in the product, but $14000 is a bit high for me. Would you be willing to come down to $11000?",11000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, thanks for your counteroffer. I understand that $14000 might be a bit steep, but I'm willing to meet you halfway. I can offer a slight discount, but I still need to ensure I'm getting a fair price for the product.",13500.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you meeting me halfway.  To be honest, I have a budget I need to stick to. Would you consider $11500? That's a fair offer.",11500.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I appreciate your willingness to negotiate. I'm getting closer to my limit, but I can try to meet you in the middle again. How about $13000? I'm trying to be flexible, but I also need to ensure I'm getting a fair price for the product.",13000.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I understand we both want to make this work.  How about we split the difference again and settle at $12250?",12250.0,Bob,6,
,,Alice,6,AcceptOffer
