message,product_price,player,round,decision
"Good day Bob! I'm pleased to offer you our premium product. Given its exceptional quality and the value it can bring to you, I'm confident that it's worth $20000.",20000.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thank you for your offer. However, $20000 is well above my budget. Given market conditions and my research, I believe $12000 would be a fair price for this product. This represents a reasonable value that would work for both of us.",12000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, given your budget constraints, I'm willing to make a concession. I believe that $18000 is a fair price that reflects the product's value and your budget. This offer demonstrates my commitment to finding a mutually beneficial agreement.",18000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you lowering the price, Alice. However, I need to be transparent - I have another offer for $15000 from another seller. I would prefer to do business with you, so I can offer $13500. This is a significant increase from my previous offer and represents the maximum I can go while still making this deal worthwhile for me.",13500.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, considering your budget and the other offer you have, I'm willing to make another concession. I believe that $17000 is a competitive price that reflects both the product's value and your budget. This offer demonstrates my eagerness to find a mutually agreeable solution and complete this deal with you.",17000.0,Alice,5,
,,Bob,5,BuyFromJhon
