message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this exceptional product. Given its unique value and the significant benefits it offers, I'm confident it will be a game-changer for you. I'm offering it to you for $14000.",14000.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, thanks for the offer, but I'm looking to spend closer to $10000.  I'm willing to pay $11000 for the product right now.  What do you say?",11000.0,Bob,2,
,,Alice,2,RejectOffer
"Hello Bob, I appreciate your interest. While $11000 is a bit lower than I'm looking for, I'm willing to come down a bit. How about $13000?",13000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate you coming down in price.  I'm still hoping to get closer to my budget.  How about $12000?  Let's try to find a number that works for both of us.",12000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand your budget concerns. I'm willing to meet you in the middle a little more. Let's try $12750.",12750.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate you coming down again. I'm still hoping to get a little lower, how about $12500?  This feels like a fair number for both of us.",12500.0,Bob,6,
,,Alice,6,RejectOffer
"Bob, we are getting close! My absolute lowest is $12625. Can we close the deal here?",12625.0,Alice,7,
,,Bob,7,RejectOffer
"Alice, I see we are getting close.  Let's split the difference and go with $12562.50.  That way we can both be happy with the deal.",12562.5,Bob,8,
,,Alice,8,RejectOffer
"Bob, you're a tough negotiator! Okay, let's make this the final offer. I can agree to $12593.75. That's as far as I can go.",12593.75,Alice,9,
,,Bob,9,BuyFromJhon
