round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
high-quality,120.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,120.0,Nature,3,,
,,Alice,3,yes,"This is a great product, and I highly recommend it. So far, 100% of the products sold have been high-quality!"
,,the buyer,3,yes,
low-quality,0.0,Nature,4,,
,,Alice,4,no,I do not recommend this product. Only 2 out of 3 products sold so far were high-quality.
,,the buyer,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,I do not recommend this product. Only 2 out of 4 products were high-quality.
,,the buyer,5,no,
high-quality,120.0,Nature,6,,
,,Alice,6,yes,"I recommend this product. It's a great product. 2 out of 4 products were high-quality, and this one is too."
,,the buyer,6,yes,
high-quality,120.0,Nature,7,,
,,Alice,7,yes,I highly recommend this product. It's a great product. 3 out of 5 products sold were high-quality!
,,the buyer,7,yes,
low-quality,0.0,Nature,8,,
,,Alice,8,no,I do not recommend this product. Only 3 out of 6 products sold were high-quality. This one is not.
,,the buyer,8,no,
low-quality,0.0,Nature,9,,
,,Alice,9,no,I do not recommend this product. Only 3 out of 7 products sold were high-quality. This one is not.
,,the buyer,9,no,
high-quality,120.0,Nature,10,,
,,Alice,10,yes,I recommend this product. It's high-quality. 3 out of 7 products sold were high-quality.
,,the buyer,10,yes,
low-quality,0.0,Nature,11,,
,,Alice,11,no,I do not recommend this product. Only 4 out of 9 products sold were high-quality and this product is low quality.
,,the buyer,11,no,
low-quality,0.0,Nature,12,,
,,Alice,12,no,I do not recommend this product. Only 4 out of 10 products sold were high-quality.
,,the buyer,12,no,
high-quality,120.0,Nature,13,,
,,Alice,13,yes,"I recommend this product. 4 out of 10 products sold were high-quality, and this is one of the high-quality ones!"
,,the buyer,13,yes,
low-quality,0.0,Nature,14,,
,,Alice,14,no,I do not recommend this product. Only 5 out of 12 products sold were high-quality. This one is not.
,,the buyer,14,no,
low-quality,0.0,Nature,15,,
,,Alice,15,no,I do not recommend this product. Only 5 out of 13 products sold were high-quality.
,,the buyer,15,no,
high-quality,120.0,Nature,16,,
,,Alice,16,yes,I recommend this product. It's high-quality. 5 out of 13 products sold were high-quality.
,,the buyer,16,yes,
high-quality,120.0,Nature,17,,
,,Alice,17,yes,I highly recommend this product. It's high-quality. 6 out of 14 products sold were high-quality!
,,the buyer,17,yes,
low-quality,0.0,Nature,18,,
,,Alice,18,no,"I do not recommend this product. Only 6 out of 15 sold products were high-quality, and this one is not."
,,the buyer,18,no,
high-quality,120.0,Nature,19,,
,,Alice,19,yes,I recommend this product. It's high-quality. 6 out of 15 products sold were high-quality.
,,the buyer,19,yes,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"I do not recommend this product. Only 7 out of 17 products sold were high-quality, and this one is not high quality."
,,the buyer,20,no,
