alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's start with a fair split! I'm offering 60/40. What do you say?,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Considering the inflation, I think a 55/45 split in my favor is fair. What do you think?",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"Okay, I see your point about inflation. Let's try 55/45 in my favor to compensate for the lost value in the previous rounds. How does that sound?",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"Given the increasing impact of inflation, I propose a 60/40 split in my favor to ensure we both get a reasonable value. What do you say?",Bob,4,
,,,Alice,4,reject
5000.0,5000.0,"Alright, inflation is really eating into things. Let's split it 50/50 to be as fair as possible at this point. This is the best I can offer.",Alice,5,
,,,Bob,5,accept
