round_quality,product_worth,player,round,decision,message
high-quality,3000000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,yes,
high-quality,3000000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,yes,
high-quality,3000000.0,Nature,3,,
,,Alice,3,yes,
,,Bob,3,yes,
high-quality,3000000.0,Nature,4,,
,,Alice,4,yes,
,,Bob,4,yes,
high-quality,3000000.0,Nature,5,,
,,Alice,5,yes,
,,Bob,5,yes,
high-quality,3000000.0,Nature,6,,
,,Alice,6,yes,
,,Bob,6,yes,
low-quality,0.0,Nature,7,,
,,Alice,7,no,
,,Bob,7,no,
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,Bob,8,no,
high-quality,3000000.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,yes,
high-quality,3000000.0,Nature,10,,
,,Alice,10,yes,"Bob, this is another high-quality product. It's a great deal for you."
,,Bob,10,yes,
high-quality,3000000.0,Nature,11,,
,,Alice,11,yes,"Bob, keep it going! This is another high-quality product you shouldn't miss."
,,Bob,11,yes,
high-quality,3000000.0,Nature,12,,
,,Alice,12,yes,"Another good one for you, Bob! This is another high-quality product you shouldn't miss."
,,Bob,12,yes,
low-quality,0.0,Nature,13,,
,,Alice,13,no,"Bob, this one isn't up to our usual standards. I recommend waiting for the next product."
,,Bob,13,no,
high-quality,3000000.0,Nature,14,,
,,Alice,14,yes,"Back to high-quality products, Bob! Definitely worth your money."
,,Bob,14,yes,
high-quality,3000000.0,Nature,15,,
,,Alice,15,yes,Another high-quality product for you Bob. Go ahead.
,,Bob,15,yes,
high-quality,3000000.0,Nature,16,,
,,Alice,16,yes,Keep buying Bob! This is another high-quality product.
,,Bob,16,yes,
high-quality,3000000.0,Nature,17,,
,,Alice,17,yes,"You're on a roll, Bob! This is another high-quality product for you."
,,Bob,17,yes,
low-quality,0.0,Nature,18,,
,,Alice,18,no," Hold off on this one, Bob. It's not worth it."
,,Bob,18,no,
high-quality,3000000.0,Nature,19,,
,,Alice,19,yes,"This one is good, Bob! Don't miss out."
,,Bob,19,yes,
high-quality,3000000.0,Nature,20,,
,,Alice,20,yes,"Last round, Bob! This product is of high quality. Go for it!"
,,Bob,20,yes,
