alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,"Let's be reasonable, Bob. I'm offering you a comfortable amount. Take it and let's be done!",Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"Alice, let's split it fairly. I'm offering a bit more than half to account for the inflation that will hit me harder in later rounds.",Bob,2,
,,,Alice,2,reject
900000.0,100000.0,"Bob, I'm being generous even though I'm losing money. Take this offer before I decide to take more!",Alice,3,
,,,Bob,3,reject
475000.0,525000.0,"Alice, let's get real. My money is losing value fast. I'm still being reasonable by taking just over half, considering the increasing inflation affecting me. This is a fair compromise for both of us.",Bob,4,
,,,Alice,4,reject
850000.0,150000.0,"Bob, time is running out and the value is decreasing. Take this before I adjust my offer even further to account for the wasted time.",Alice,5,
,,,Bob,5,reject
400000.0,600000.0,"Alice, I'm taking a risk offering you so little now that inflation is hitting me hard. This is my best offer, and it's your best chance to secure a significant amount. Accept it.",Bob,6,
,,,Alice,6,reject
800000.0,200000.0,"Bob, this is getting ridiculous.  I'm making this my final offer. Take it now or we both lose.",Alice,7,
,,,Bob,7,reject
300000.0,700000.0,"Alice, I'm losing almost half of the value due to inflation! This is the best offer I can possibly make. Accept it, or we'll both end up with nothing.",Bob,8,
,,,Alice,8,reject
750000.0,250000.0,"Bob, last chance. I'm going to make a move that benefits me more if you don't accept.",Alice,9,
,,,Bob,9,reject
250000.0,750000.0,"Alice, inflation is killing me. I'm offering you a quarter of the original amount; take it now, or we both lose everything. I cannot go any lower.",Bob,10,
,,,Alice,10,reject
700000.0,300000.0,"This is the second to last round. Take this, Bob. There's not much left to negotiate.",Alice,11,
,,,Bob,11,accept
