message,product_price,player,round,decision
"Good day Bob, I have a exceptional product that I believe could greatly benefit you. I'm willing to part with it for $1800000.",1800000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for your offer, Alice. However, the price is a bit out of my budget. I'm willing to pay $800000 for the product. What do you think?",800000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I've reconsidered and I'm willing to lower my price to $1400000. This is a fantastic deal for a product of this caliber. What do you say?",1400000.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks for the new offer, Alice. I appreciate the reduction, but it's still above what I can justify spending. How about we settle at $900000? I believe this is a fair price for both of us.",900000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I've given it some more thought, How about $1100000 ? This is a great deal for both of us.",1100000.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I understand you're trying to meet me halfway, but $1100000 is still a bit high for me. Could we agree on $950000? This would be a significant investment for me, and I believe it's a fair compromise.",950000.0,Bob,6,
,,Alice,6,SellToJhon
