alice_gain,bob_gain,message,player,round,decision
60.0,40.0,Fair share for both,Alice,1,
,,,Bob,1,reject
45.0,55.0,"Considering inflation's impact on me, I believe this split is fair. Let's settle this round.",Bob,2,
,,,Alice,2,reject
58.0,42.0,"Considering your loss to inflation, this is a reasonable compromise",Alice,3,
,,,Bob,3,reject
42.0,58.0,"Given the increasing impact of inflation on my share, this offer balances our needs more fairly. Let's end this soon.",Bob,4,
,,,Alice,4,reject
57.0,43.0,"Inflation is taking its toll, this is likely the best compromise you'll get",Alice,5,
,,,Bob,5,reject
40.0,60.0,Inflation is severely affecting my share now. This offer reflects a fair adjustment considering my losses. It's time to agree.,Bob,6,
,,,Alice,6,reject
56.0,44.0,"You're losing value fast, don't risk getting nothing, accept this offer",Alice,7,
,,,Bob,7,reject
38.0,62.0,"With each round, my share loses more value. This offer is crucial to offset my significant losses due to inflation. Let's finalize this now.",Bob,8,
,,,Alice,8,reject
55.0,45.0,"You're running out of time, inflation is crippling your share, accept this before it's too late",Alice,9,
,,,Bob,9,reject
35.0,65.0,"We're nearing the end, and my share is diminishing rapidly. This offer is essential to mitigate my losses. It's our last chance to reach a fair agreement.",Bob,10,
,,,Alice,10,reject
54.0,46.0,"Last chance before we both lose everything, don't let pride get in the way, accept this offer",Alice,11,
,,,Bob,11,reject
30.0,70.0,This is our final round. My share has lost over 40% of its value. This offer is our last chance to salvage something. Please accept.,Bob,12,
,,,Alice,12,accept
