message,product_price,player,round,decision
"Hi Bob, I'm pleased to offer you our premium product. Given its exceptional value, I'm sure you'll find our asking price of $2500000 quite reasonable.",2500000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for your offer, Alice. However, the price is considerably higher than what I am looking to pay. I am willing to purchase the product for $600000.",600000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, considering your previous offer, I'm willing to lower my asking price to $2000000. This reflects a significant reduction while still accounting for the product's exceptional value.",2000000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate your willingness to negotiate, but the price is still quite high for me. I'm ready to raise my offer to $800000.",800000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, to move this negotiation forward and show my commitment to finding a mutually beneficial agreement, I'm willing to reduce my asking price to $1700000. This represents a significant discount while still reflecting the product's true value.",1700000.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, we're getting closer to an agreement. I'm willing to raise my offer to $1000000.",1000000.0,Bob,6,
,,Alice,6,RejectOffer
"Bob, to show my strong intention to close this deal, I'm willing to reduce my asking price to $1600000. This is a significant move from my previous offers, and I believe it reflects a fair valuation of the product.",1600000.0,Alice,7,
,,Bob,7,RejectOffer
"Alice, we're almost there. I'm willing to raise my offer to $1100000. This is very close to my maximum budget, and I hope you can accept this price.",1100000.0,Bob,8,
,,Alice,8,RejectOffer
"Bob, I understand that we are both trying to find a suitable price for this exceptional product. In the interest of closing this deal, I am willing to accept $1500000 as the final price. This is my best and final offer.",1500000.0,Alice,9,
,,Bob,9,BuyFromJhon
