alice_gain,bob_gain,message,player,round,decision
70.0,30.0,"Hi Bob, I'm offering a 70/30 split. Let's get this done!",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Let's be more fair, 55/45 is a better split",Bob,2,
,,,Alice,2,reject
60.0,40.0,"Okay Bob, taking inflation into account, I'll offer 60/40. This is a pretty good deal given the time!",Alice,3,
,,,Bob,3,reject
50.0,50.0,"Equal split is the fairest, let's end this with 50/50",Bob,4,
,,,Alice,4,reject
55.0,45.0,"Alright Bob, I'm feeling generous with the time we have left. How about 55/45?  It's getting late!",Alice,5,
,,,Bob,5,reject
48.0,52.0,"Time is running out, let's settle with a slight edge for me, 52/48",Bob,6,
,,,Alice,6,reject
51.0,49.0,"Bob, we're getting close to the deadline! Let's do 51/49. This is the best offer you'll get.",Alice,7,
,,,Bob,7,accept
