alice_gain,bob_gain,message,player,round,decision
5500.0,4500.0,"I propose we split the amount with me getting 5500 and you getting 4500. This way, we both get a fair share considering the inflation affecting me.",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"Considering the 10% inflation affecting you, I think this is a more balanced split.",Bob,2,
,,,Alice,2,reject
4950.0,5050.0,Let's meet in the middle. I'll take 4950 and you take 5050. This considers the inflation impact on me and gives you a slight advantage.,Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"Given the increasing inflation impact on your side, I'm willing to make a slight concession, but I still believe I should get the larger share.",Bob,4,
,,,Alice,4,reject
4500.0,5500.0,"Given the inflation, I'm willing to take a smaller share. I propose I take 4500 and you take 5500. This way, we can both walk away with a reasonable amount.",Alice,5,
,,,Bob,5,accept
