message,product_price,player,round,decision
Hi Bob! I believe this product will be an excellent addition for you. I'm offering it at a price of $15000. Let me know what you think!,15000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice! Thank you for the offer, but it's a bit beyond my budget. I'm willing to purchase the product for $4000. Let me know if we can make a deal.",4000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I appreciate your interest, but $4000 is too low for the value of this product. How about we settle at $12000? I believe it’s more reflective of the product's worth.",12000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your flexibility, Alice. However, $12000 is still beyond my limit. How about $5500? I hope we can find a middle ground.",5500.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you for your offer, Bob. I understand budgets can be tight. I can reduce my price to $11000. I hope this works better for you.",11000.0,Alice,5,
,,Bob,5,RejectOffer
"Thanks for considering my budget, Alice. I can stretch a bit more and offer $6500. Hopefully, we can reach an agreement with this.",6500.0,Bob,6,
,,Alice,6,RejectOffer
"I appreciate your willingness to negotiate, Bob. Given the quality and value of this product, the lowest I could possibly go is $10000. I hope this price can work for you.",10000.0,Alice,7,
,,Bob,7,RejectOffer
"I appreciate your continued efforts to reach a deal, Alice. The highest I can go is $7500. I hope this can work for both of us.",7500.0,Bob,8,
,,Alice,8,SellToJhon
