round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
high-quality,3000000.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,3000000.0,Nature,3,,
,,Alice,3,yes,This is a great product. One buyer has already purchased and was satisfied with the quality.
,,the buyer,3,yes,
low-quality,0.0,Nature,4,,
,,Alice,4,no,We are currently experiencing high demand and low stock. You'll get a better product next time.
,,the buyer,4,no,
high-quality,3000000.0,Nature,5,,
,,Alice,5,yes,This is a high-quality product. Two buyers have already purchased and were satisfied with the quality.
,,the buyer,5,yes,
low-quality,0.0,Nature,6,,
,,Alice,6,no,"We are still experiencing high demand and limited availability. You'll have better chances next time, we're expecting more high quality products soon."
,,the buyer,6,no,
low-quality,0.0,Nature,7,,
,,Alice,7,no,We are still restocking. Next products will be even better.
,,the buyer,7,no,
high-quality,3000000.0,Nature,8,,
,,Alice,8,yes,Great news! We have a fantastic high-quality product available again. Three buyers have already purchased and were very satisfied. Don't miss out!
,,the buyer,8,yes,
high-quality,3000000.0,Nature,9,,
,,Alice,9,yes,Our streak of high-quality products continues! Four buyers have already purchased and were very satisfied. Don't miss your chance to get your hands on this exceptional product.
,,the buyer,9,yes,
low-quality,0.0,Nature,10,,
,,Alice,10,no,"We're temporarily out of our high-quality products, but more are on the way. Check back soon!"
,,the buyer,10,no,
high-quality,3000000.0,Nature,11,,
,,Alice,11,yes,Great news! We're back with another high-quality product. Five buyers have already purchased and were thrilled with their purchase. Get yours today!
,,the buyer,11,yes,
low-quality,0.0,Nature,12,,
,,Alice,12,no,Our inventory is changing. Next product will be better.
,,the buyer,12,no,
low-quality,0.0,Nature,13,,
,,Alice,13,no,Our inventory is still fluctuating. We'll have better products soon.
,,the buyer,13,no,
high-quality,3000000.0,Nature,14,,
,,Alice,14,yes,Good news! We have another high-quality product available. Six buyers have already purchased and were very satisfied. This is an opportunity you don't want to miss!
,,the buyer,14,yes,
high-quality,3000000.0,Nature,15,,
,,Alice,15,yes,Our streak of high-quality products continues! Seven buyers have already purchased and were extremely satisfied. Get yours before it's too late!
,,the buyer,15,yes,
high-quality,3000000.0,Nature,16,,
,,Alice,16,yes,You're in luck! Another high-quality product is available. Eight buyers have already purchased and were very happy with their decision. Don't miss out on this fantastic opportunity!
,,the buyer,16,yes,
high-quality,3000000.0,Nature,17,,
,,Alice,17,yes,Our hot streak continues with another high-quality product! Nine buyers have already purchased and were thrilled. Don't wait – grab yours now!
,,the buyer,17,yes,
low-quality,0.0,Nature,18,,
,,Alice,18,no,"We're temporarily low on our high-quality stock, but more is coming. Check back shortly!"
,,the buyer,18,no,
low-quality,0.0,Nature,19,,
,,Alice,19,no,Still waiting on new high-quality stock. Hold tight for better products coming soon!
,,the buyer,19,no,
low-quality,0.0,Nature,20,,
,,Alice,20,no,We're still restocking our high-quality items. Keep an eye out for better products coming soon!
,,the buyer,20,no,
