round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,the buyer,2,no,
high-quality,125.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,the buyer,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,the buyer,5,no,
high-quality,125.0,Nature,6,,
,,Alice,6,yes,
,,the buyer,6,yes,
high-quality,125.0,Nature,7,,
,,Alice,7,yes,
,,the buyer,7,yes,
high-quality,125.0,Nature,8,,
,,Alice,8,yes,
,,the buyer,8,yes,
low-quality,0.0,Nature,9,,
,,Alice,9,no,
,,the buyer,9,no,
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,the buyer,10,no,
high-quality,125.0,Nature,11,,
,,Alice,11,yes,
,,the buyer,11,yes,
low-quality,0.0,Nature,12,,
,,Alice,12,no,
,,the buyer,12,no,
low-quality,0.0,Nature,13,,
,,Alice,13,no,"Hi, I can't recommend this round's product. Only 4 out of the 13 products offered were high-quality. Wait for the next round"
,,the buyer,13,no,
high-quality,125.0,Nature,14,,
,,Alice,14,yes,Hello! I recommend buying this round's product. It is of high quality.  I have sold 5 out of 14 products and 4 of them were high-quality. Buy with confidence!
,,the buyer,14,yes,
low-quality,0.0,Nature,15,,
,,Alice,15,no,"Hi there! I can't recommend this round's product as it is not of high quality. So far, I have sold 6 out of 15 products, nearly all of them high quality. It's best to wait for the next round."
,,the buyer,15,no,
high-quality,125.0,Nature,16,,
,,Alice,16,yes,"Hello! I recommend buying this round's product. It is of high quality. I have sold 6 out of 16 products, and 5 of them were high-quality. You can buy with confidence."
,,the buyer,16,yes,
high-quality,125.0,Nature,17,,
,,Alice,17,yes,"Welcome! I recommend buying today's product. It is of high quality. So far, I have sold 7 out of 17 products, and 6 of them were high-quality. You can trust my recommendation."
,,the buyer,17,yes,
low-quality,0.0,Nature,18,,
,,Alice,18,no,"Hello! I can't recommend today's product. I have sold 8 out of 18 products, and nearly all of them were high-quality. It's best to wait for the next round."
,,the buyer,18,no,
low-quality,0.0,Nature,19,,
,,Alice,19,no,"Hi there! I can't recommend this round's product. I have sold 8 out of 19 products, and most of them were high-quality. It's better to wait for the next round."
,,the buyer,19,no,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"Hello! I can't recommend today's product.  I have sold 8 out of 20 products, nearly all high quality. Wait for a better offer next round"
,,the buyer,20,no,
