message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this unique product that I believe will be a valuable addition to your collection. After careful consideration, I'm willing to let it go for a price that I think is fair and reflects its true worth.",1250000.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thank you for the offer. I appreciate the value of the product, but that price is a little high for my budget. I'd be willing to pay $900000 for it.",900000.0,Bob,2,
,,Alice,2,RejectOffer
"Hello Bob, thank you for your offer. I appreciate your interest in the product, but I'm afraid $900000 is a bit lower than I'm willing to go. I'm willing to compromise and meet you halfway between my original offer and your counteroffer.",1075000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate you trying to meet me halfway. However, I'm on a tight budget. I could stretch to $950000, but that's really my limit.",950000.0,Bob,4,
,,Alice,4,RejectOffer
"Hello Bob, I appreciate your willingness to stretch your budget. However, I'm still a bit short of my target price. I'm willing to make one more compromise to try to meet your needs.",1050000.0,Alice,5,
,,Bob,5,BuyFromJhon
