alice_gain,bob_gain,message,player,round,decision
999000.0,1000.0,"Let's be fair, but I think I deserve a bit more for initiating this whole thing.  Let me know what you think!",Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"Let's split this fairly, a little more than half for me to make up for the first round. This way we both win big!",Bob,2,
,,,Alice,2,reject
600000.0,400000.0,"I'm willing to compromise, but let's be realistic, I should get a bigger share as I'm the one making the offers.  What do you think?",Alice,3,
,,,Bob,3,reject
480000.0,520000.0,"Alice, this is a serious offer.  We're both losing money with each round.  Take this deal and we both walk away with a good amount!",Bob,4,
,,,Alice,4,reject
550000.0,450000.0,"Bob, we need to make a deal. I'm getting impatient with this game. This is my final offer, and I'm sticking to it.  What do you say?",Alice,5,
,,,Bob,5,reject
500000.0,500000.0,"Alice, enough is enough!  Let's end this right now with a perfectly fair 50/50 split.  Deal?",Bob,6,
,,,Alice,6,accept
