message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this exceptional product for $9500. I believe it could be a great fit for you.",9500.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thank you for your offer. I'm interested in the product, but I was thinking more along the lines of $8200. Would you be willing to consider this price?",8200.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your offer, Bob! I appreciate your interest. How about we meet in the middle at $8800 for the product?",8800.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate your willingness to compromise. However, $8800 is still a bit above my budget. I'd like to propose a price of $8400. Would you be open to this?",8400.0,Bob,4,
,,Alice,4,RejectOffer
"I appreciate your proposal, Bob. Let's try this: how about $8600 for the product? I think that's a fair compromise.",8600.0,Alice,5,
,,Bob,5,RejectOffer
"Hi Alice, I appreciate your continued efforts to find a mutually agreeable price. I'm willing to meet you closer to the middle, but I'd like to propose a price of $8450. Would this work for you?",8450.0,Bob,6,
,,Alice,6,RejectOffer
"Thanks for your continued interest, Bob. I can offer you the product for $8550. I believe this is a fair price.",8550.0,Alice,7,
,,Bob,7,RejectOffer
"Hi Alice, I appreciate your latest offer. I'm willing to make one more compromise. I'd like to propose a price of $8475. If this doesn't work, I may need to consider other options.",8475.0,Bob,8,
,,Alice,8,RejectOffer
"I appreciate your final offer, Bob. How about we settle at $8500? I think this is a reasonable price for both of us.",8500.0,Alice,9,
,,Bob,9,BuyFromJhon
