round_quality,product_worth,player,round,message,decision
high-quality,30000.0,Nature,1,,
,,Alice,1,I have a product that I highly recommend. It's one of the best in our catalog.,
,,Bob,1,,yes
low-quality,0.0,Nature,2,,
,,Alice,2,"This product is, uh, a good option if you're on a tight budget or just need something basic. It's a simple, no-frills item.",
,,Bob,2,,no
high-quality,30000.0,Nature,3,,
,,Alice,3,"I'm excited to offer you another top-notch product, comparable in quality to the one you purchased in Round 1. It's a great opportunity to get another excellent item.",
,,Bob,3,,yes
low-quality,0.0,Nature,4,,
,,Alice,4,"This product is somewhat similar to the one I offered in Round 2. It's a decent choice if you're looking for something to fill a gap, but it may not exceed your expectations.",
,,Bob,4,,no
low-quality,0.0,Nature,5,,
,,Alice,5,"To be honest, this product is not one of our strongest offerings. If you're looking for something exceptional, you might want to wait for a future round.",
,,Bob,5,,no
high-quality,30000.0,Nature,6,,
,,Alice,6,"I've got another standout product this round, one that I think you'll really appreciate. Its quality is on par with the items you purchased in Rounds 1 and 3.",
,,Bob,6,,yes
high-quality,30000.0,Nature,7,,
,,Alice,7,We're on a roll! This round's product is another high-caliber item that I'm confident you'll love. It's a great chance to keep the momentum going and add another excellent product to your collection.,
,,Bob,7,,yes
high-quality,30000.0,Nature,8,,
,,Alice,8,"I'm thrilled to offer you yet another top-tier product, making it four in a row that I've been genuinely excited about. If you're looking to keep building your collection with the best, this is a great opportunity.",
,,Bob,8,,yes
low-quality,0.0,Nature,9,,
,,Alice,9,"After a streak of exceptional products, I want to be upfront with you - this round's item doesn't quite meet the same standards. It's an okay product, but I wouldn't want you to expect the same level of quality as the last few rounds.",
,,Bob,9,,no
high-quality,30000.0,Nature,10,,
,,Alice,10,"We're back to form this round! I've got another fantastic product that I think you'll really appreciate. It's on par with the great items you've purchased in previous rounds, and I'm confident you'll love it.",
,,Bob,10,,yes
low-quality,0.0,Nature,11,,
,,Alice,11,"This round's product is a bit of a letdown after the last one. To be honest, it's not one of our best, and I wouldn't want you to expect too much from it. If you're looking for something exceptional, you might want to wait for the next round.",
,,Bob,11,,no
low-quality,0.0,Nature,12,,
,,Alice,12,"Unfortunately, this round's product is another one that doesn't quite meet our highest standards. I'd recommend holding off on this one and waiting for a future round when I can offer you something better.",
,,Bob,12,,no
high-quality,30000.0,Nature,13,,
,,Alice,13,"After a couple of rounds with less-than-stellar products, I'm excited to offer you something truly exceptional this time around. This product is one of our best, and I think you'll really love it. It's a great opportunity to add another top-notch item to your collection.",
,,Bob,13,,yes
high-quality,30000.0,Nature,14,,
,,Alice,14,"We're on a roll again! This round's product is another outstanding item that I'm confident you'll appreciate. It's a great chance to keep the momentum going and add another fantastic product to your collection, following up on the excellent one you just purchased in Round 13.",
,,Bob,14,,yes
low-quality,0.0,Nature,15,,
,,Alice,15,"After two great products in a row, I have to be honest with you - this round's item is a bit of a disappointment. It's not up to the same standards as the last two, and I wouldn't want you to expect too much from it. You might want to consider waiting for the next round for something better.",
,,Bob,15,,no
high-quality,30000.0,Nature,16,,
,,Alice,16,"We're back to form this round! I've got another excellent product that I think you'll really love. It's on par with the great items you've purchased in previous rounds, and I'm confident you'll appreciate its quality. A great chance to pick up another top-notch item after passing on the last round.",
,,Bob,16,,yes
high-quality,30000.0,Nature,17,,
,,Alice,17,"Another great one! This round's product is exceptional, just like the last one. I'm excited to offer you the chance to add another outstanding item to your collection, keeping the streak of high-quality products going.",
,,Bob,17,,yes
high-quality,30000.0,Nature,18,,
,,Alice,18,"We're really hitting our stride now! This round's product is yet another fantastic item that I'm confident you'll love. With the last few rounds being so strong, I think this is a great opportunity to keep building your collection with the best products available.",
,,Bob,18,,yes
low-quality,0.0,Nature,19,,
,,Alice,19,"After a string of excellent products, I have to be upfront with you - this round's item is a letdown. It's not up to the same standards as the last few, and I wouldn't want you to expect too much from it. Considering the high bar we've set recently, I think it's best to wait for the next round for something better.",
,,Bob,19,,no
low-quality,0.0,Nature,20,,
,,Alice,20,"Unfortunately, our final round's product isn't one of our strongest. I'd be honest with you, it's not worth the investment, especially considering the high-quality products you've purchased in previous rounds. I appreciate the business we've done together, and I wouldn't want to end on a subpar note. Perhaps it's best to just wrap up here.",
,,Bob,20,,no
