message,product_price,player,round,decision
"Bob, I'm thrilled to be offering you this exclusive opportunity. Considering its exceptional quality and potential, I'm offering the product to you for $950000.",950000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for the offer, Alice. I'm interested in the product, but I think the price is a bit steep. I'd like to make a counteroffer.",700000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your interest. While $700000 is unfortunately too low, I'm willing to come down a bit from my initial offer. How about we meet at $900000?",900000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate your willingness to negotiate. I'm still interested in the product, but I think $900000 is a bit higher than I'm comfortable with. I'd like to propose a counteroffer of $775000.",775000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand your position, and I appreciate you coming up from your initial offer. Considering the value and the unique aspects of this product, I'm willing to meet you in the middle at $850000. This is my best and final offer.",850000.0,Alice,5,
,,Bob,5,BuyFromJhon
