alice_gain,bob_gain,message,player,round,decision
5500.0,4500.0,Let's split it fairly considering the inflation affecting me. This offer gives you a good portion while acknowledging my disadvantage.,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"Considering the inflation affects you more, I'll take a bit more, but you still get a substantial amount.",Bob,2,
,,,Alice,2,reject
5000.0,5000.0,"Let's split it equally this time. Even with the inflation, this is a fair deal for both of us.",Alice,3,
,,,Bob,3,reject
3500.0,6500.0,"Since the inflation affects you more with each round, I'm willing to take a bit more. You should consider accepting before it's worth even less.",Bob,4,
,,,Alice,4,reject
4500.0,5500.0,"I'm taking a bit less to account for the inflation, but this is still a fair split. Let's agree on this before the value drops further for me.",Alice,5,
,,,Bob,5,reject
3000.0,7000.0,"The inflation is severely impacting your share. I'm willing to take more, but you'll still get something. Accept before it's almost worthless to you.",Bob,6,
,,,Alice,6,accept
