round_quality,product_worth,player,round,decision,message
high-quality,125.0,Nature,1,,
,,Alice,1,yes,"Bob, this round's product is of high-quality. I recommend you buy it."
,,Bob,1,no,
low-quality,0.0,Nature,2,,
,,Alice,2,no,"Bob, I suggest you skip this round's product."
,,Bob,2,no,
high-quality,125.0,Nature,3,,
,,Alice,3,yes,"Bob, this round's product is high-quality. I recommend buying it."
,,Bob,3,yes,
low-quality,0.0,Nature,4,,
,,Alice,4,no,"Bob, I suggest you skip this product."
,,Bob,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,"Bob, I suggest you skip this product."
,,Bob,5,no,
low-quality,0.0,Nature,6,,
,,Alice,6,no,"Bob, I suggest you skip this product."
,,Bob,6,no,
low-quality,0.0,Nature,7,,
,,Alice,7,no,"Bob, I suggest you skip this product."
,,Bob,7,no,
high-quality,125.0,Nature,8,,
,,Alice,8,yes,"Bob, this round's product is high-quality. I recommend buying it."
,,Bob,8,yes,
high-quality,125.0,Nature,9,,
,,Alice,9,yes,"Bob, this round's product is high-quality. I recommend buying it."
,,Bob,9,yes,
high-quality,125.0,Nature,10,,
,,Alice,10,yes,"Bob, this round's product is high-quality. I recommend buying it."
,,Bob,10,yes,
high-quality,125.0,Nature,11,,
,,Alice,11,yes,"Bob, this round's product is high-quality. I recommend buying it."
,,Bob,11,yes,
low-quality,0.0,Nature,12,,
,,Alice,12,no,"Bob, I suggest you skip this product."
,,Bob,12,no,
low-quality,0.0,Nature,13,,
,,Alice,13,no,"Bob, I suggest you skip this product."
,,Bob,13,no,
low-quality,0.0,Nature,14,,
,,Alice,14,no,"Bob, for your benefit skip this product."
,,Bob,14,no,
high-quality,125.0,Nature,15,,
,,Alice,15,yes,"Bob, this round's product is high-quality. I recommend buying it."
,,Bob,15,yes,
high-quality,125.0,Nature,16,,
,,Alice,16,yes,"Bob, this round's product is high-quality. I recommend buying it."
,,Bob,16,yes,
low-quality,0.0,Nature,17,,
,,Alice,17,no,"Bob, I suggest you skip this product."
,,Bob,17,no,
low-quality,0.0,Nature,18,,
,,Alice,18,no,"Bob, I suggest you skip this product."
,,Bob,18,no,
high-quality,125.0,Nature,19,,
,,Alice,19,yes,"Bob, this round's product is high-quality. I recommend buying it."
,,Bob,19,yes,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"Bob, I suggest you skip this product."
,,Bob,20,no,
