message,product_price,player,round,decision
"Hi Bob, I'm offering you a chance to purchase this valuable product. I think it's worth a lot, but I'm willing to start the negotiations at $175. What do you think?",175.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for the offer, Alice, but I think $175 is too high. I'm willing to pay $40 for the product. What do you think?",40.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your offer, Bob. I understand you're looking for a good deal, but $40 is too low for the value this product offers. How about we meet in the middle at $110?",110.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to negotiate, Alice, but $110 is still too high for me. I'm ready to increase my offer to $50. How does that sound?",50.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, it seems like we're not quite seeing eye-to-eye on the value of this product.  I'm willing to come down slightly to $95.  This is my final offer.",95.0,Alice,5,
,,Bob,5,BuyFromJhon
