alice_gain,bob_gain,message,player,round,decision
55.0,45.0,"Bob, let's start with a fair offer. I propose 55 for me and 45 for you. This gives us both a good starting point. What do you say?",Alice,1,
,,,Bob,1,reject
40.0,60.0,"Let's try to find a better balance, considering the inflation, I'm willing to take a bit more this round.",Bob,2,
,,,Alice,2,reject
52.0,48.0,"Bob, recognizing the inflation's impact on me, I'm adjusting my offer. I'll take 52, leaving you with 48. It's a slight compromise, but I think it's a fair deal considering the circumstances. What do you think?",Alice,3,
,,,Bob,3,reject
35.0,65.0,"Inflation is really cutting into my potential earnings, so I need to adjust my expectations upwards to compensate for the loss in value.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, the inflation is really hitting me hard. I'm proposing an even split: 50 for me and 50 for you. Let's just close the deal. I'm starting to lose real value here. Are you in?",Alice,5,
,,,Bob,5,accept
