alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Fair 60-40 split,Alice,1,
,,,Bob,1,reject
5000.0,5000.0,"Let's go for an even split, it's fair for both of us!",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,Meet in the middle of my first offer and your even split,Alice,3,
,,,Bob,3,reject
5200.0,4800.0,"Meeting close to the middle, but a bit more for each of us.",Bob,4,
,,,Alice,4,reject
5500.0,4500.0,Trying to find a mutually acceptable middle ground,Alice,5,
,,,Bob,5,reject
5300.0,4700.0,"Let's finalize with this balanced offer, considering the current value adjustments.",Bob,6,
,,,Alice,6,accept
