message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this unique product that I believe will be a valuable addition to your collection. Given its exceptional quality and rarity, I'm confident that it's worth a premium price. I'm willing to let it go for $1750000, which I believe is a fair price considering its value to you.",1750000.0,Alice,1,,
,,Bob,1,RejectOffer,1200000.0
"Thank you for the offer, Alice. However, I was thinking of a lower price point. Would you be willing to sell the product for $1200000?",1200000.0,Bob,2,,
,,Alice,2,RejectOffer,
"Thank you for your offer, Bob. I appreciate your interest in the product, but I'm afraid $1200000 is a bit lower than I'm willing to go. Considering the product's value to you, I'm willing to make a compromise. I can offer it to you for $1700000, which is still a competitive price given its rarity and quality.",1700000.0,Alice,3,,
,,Bob,3,RejectOffer,1300000.0
"I understand your perspective, Alice, but I'm looking to stay within a specific budget. Would you consider selling the product for $1300000?",1300000.0,Bob,4,,
,,Alice,4,RejectOffer,
"Thank you for your revised offer, Bob. I appreciate your willingness to increase your bid. However, I still believe the product's value warrants a higher price. I'm willing to meet you halfway between my previous offer and your current bid. I can offer the product to you for $1650000, which I believe is a fair compromise.",1650000.0,Alice,5,,
,,Bob,5,RejectOffer,1400000.0
"I see where you're coming from, Alice, but I need to stick to my budget. I'm willing to increase my offer to $1400000. Would you consider this price?",1400000.0,Bob,6,,
,,Alice,6,RejectOffer,
"Thank you for your revised offer, Bob. I appreciate your continued interest in the product. Given the relatively small gap between your offer and the price I'm willing to accept, I'm willing to make a more significant concession. I can offer the product to you for $1600000, which I believe is a reasonable price considering its value to you.",1600000.0,Alice,7,,
,,Bob,7,RejectOffer,1450000.0
"I appreciate your concession, Alice, but I need to maintain my budget constraints. I'm willing to raise my offer to $1450000. Would you reconsider at this price point?",1450000.0,Bob,8,,
,,Alice,8,RejectOffer,
"Thank you for your revised offer, Bob. I appreciate your persistence and willingness to increase your bid. Given the narrow gap between your offer and the price I'm willing to accept, I'm willing to make a final concession. I can offer the product to you for $1575000, but I'm also considering other options that may be more favorable to me. I encourage you to consider this offer carefully.",1575000.0,Alice,9,,
,,Bob,9,RejectOffer,1500000.0
"I understand your position, Alice, but I have a strict budget to adhere to. My final offer is $1500000. Would you accept this price?",1500000.0,Bob,10,,
,,Alice,10,AcceptOffer,
